comp_id,event,name,sex,division,bw,dots,team,s,b,d,total
IPLCN_015,Full Power,彭爱鑫,M,J15-19,88.5,280.43,,155.0,56.0,219.0,430.0
IPLCN_015,Full Power,杨波,F,Open,64.8,232.63,,80.0,45.0,95.0,220.0
IPLCN_015,Full Power,杨瑜,F,M50-54,63.1,225.64,,75.0,35.0,100.0,210.0
IPLCN_015,Full Power,潘明瑶,F,J20-23,59.4,192.45,,60.0,32.5,80.0,172.5
IPLCN_015,Bench Only,赵泽达,M,Open,68.0,132.25,,,172.5,,172.5
IPLCN_015,Bench Only,胡星亮,M,Open,55.6,114.85,,,127.5,,127.5
IPLCN_015,Bench Only,王龙伟,M,Open,89.55,105.34,,,162.5,,162.5
IPLCN_015,Bench Only,文昱明,M,J20-23,59.75,95.28,,,112.5,,112.5
IPLCN_015,Bench Only,李嘉琪,M,J15-19,80.85,90.8,,,132.5,,1325.0
IPLCN_015,Bench Only,贾一诺,M,J15-19,80.85,89.09,,,130.0,,130.0
IPLCN_015,Bench Only,王家鹏,M,Open,99.25,86.46,,,140.0,,140.0
IPLCN_015,Bench Only,高培源,M,J15-19,87.0,78.96,,,120.0,,120.0
IPLCN_015,Bench Only,陈文杰,M,Open,59.65,76.33,,,90.0,,90.0
IPLCN_015,Bench Only,张圆,F,Open,78.1,73.91,,,77.5,,77.5
IPLCN_015,Bench Only,冯北江,M,M65-69,87.75,68.78,,,105.0,,105.0
IPLCN_016,Full Power,施宝发,M,Open,72.65,465.11,,215.0,135.0,285.0,635.0
IPLCN_016,Full Power,宫潼,M,J20-23,72.95,416.36,,207.5,132.5,230.0,570.0
IPLCN_016,Full Power,才让南杰,M,J20-23,81.9,408.13,,212.5,145.0,242.5,600.0
IPLCN_016,Full Power,袁顺锋,M,Open,79.3,405.49,,230.0,125.0,230.0,585.0
IPLCN_016,Full Power,彭天宇,M,Open,74.15,395.68,,190.0,135.0,222.5,547.5
IPLCN_016,Full Power,梁熙,M,Open,66.85,393.91,,185.0,110.0,212.5,507.5
IPLCN_016,Full Power,林艺炀,M,Open,69.25,391.66,,175.0,110.0,232.5,517.5
IPLCN_016,Full Power,詹笑贝,M,M40-44,74.9,391.33,,205.0,110.0,230.0,545.0
IPLCN_016,Full Power,廖青峰,M,Open,77.65,386.1,,200.0,135.0,215.0,550.0
IPLCN_016,Full Power,王鹏,M,J20-23,85.35,382.24,,225.0,130.0,220.0,575.0
IPLCN_016,Full Power,张子悦,F,Open,57.45,367.6,,117.5,60.0,145.0,322.5
IPLCN_016,Full Power,朱鹏飞,M,Open,73.7,362.78,,190.0,100.0,210.0,500.0
IPLCN_016,Full Power,张泽阳,M,Open,111.4,361.06,,242.5,150.0,220.0,612.5
IPLCN_016,Full Power,陈镐林,M,J18-19,109.5,360.42,,252.5,127.5,227.5,607.5
IPLCN_016,Full Power,张震威,M,J18-19,62.45,359.62,,162.5,85.0,192.5,440.0
IPLCN_016,Full Power,黄添利,M,J20-23,69.25,351.92,,180.0,85.0,200.0,465.0
IPLCN_016,Full Power,林昀澍,M,Open,87.2,351.6,,180.0,115.0,240.0,535.0
IPLCN_016,Full Power,陈浩然,M,J18-19,96.2,349.12,,205.0,142.5,210.0,557.5
IPLCN_016,Full Power,张子韬,M,M40-44,105.4,344.75,,200.0,142.5,230.0,572.5
IPLCN_016,Full Power,王地宏,M,J20-23,80.15,344.39,,190.0,100.0,210.0,500.0
IPLCN_016,Full Power,王晓明,M,Open,75.3,336.33,,170.0,120.0,180.0,470.0
IPLCN_016,Full Power,李铭轩,M,J18-19,87.6,331.09,,190.0,110.0,205.0,505.0
IPLCN_016,Full Power,杨永康,M,J20-23,69.85,327.24,,140.0,105.0,190.0,435.0
IPLCN_016,Full Power,盛婷,F,M40-44,60.3,323.23,,110.0,57.5,125.0,292.5
IPLCN_016,Full Power,张艺帆,F,J20-23,74.8,316.99,,130.0,55.0,140.0,325.0
IPLCN_016,Full Power,陈奕安,M,J18-19,61.65,315.84,,145.0,77.5,160.0,382.5
IPLCN_016,Full Power,田光耀,M,Open,89.1,311.95,,180.0,100.0,200.0,480.0
IPLCN_016,Full Power,雷丽娟,F,Open,64.85,311.79,,102.5,47.5,145.0,295.0
IPLCN_016,Full Power,张双双,F,J20-23,51.8,305.54,,92.5,47.5,110.0,250.0
IPLCN_016,Full Power,孙子涵,M,J20-23,99.8,303.4,,170.0,122.5,200.0,492.5
IPLCN_016,Full Power,卢文琪,M,Open,71.1,300.98,,135.0,105.0,165.0,405.0
IPLCN_016,Full Power,黄晓露,F,Open,67.6,293.98,,95.0,55.0,135.0,285.0
IPLCN_016,Full Power,夏盛梵,M,J18-19,77.95,238.12,,120.0,80.0,140.0,340.0
IPLCN_016,Full Power,郑玲燕,F,M45-49,65.45,215.49,,75.0,40.0,90.0,205.0
IPLCN_016,Bench Only,朱光坝,M,J20-23,115.7,107.58,,,185.0,,185.0
IPLCN_016,Bench Only,彭天宇,M,Open,74.15,101.18,,,140.0,,140.0
IPLCN_016,Bench Only,郭威,M,J20-23,64.95,95.16,,,120.0,,120.0
IPLCN_016,Bench Only,赵闽川,M,Open,80.25,89.48,,,130.0,,130.0
IPLCN_016,Bench Only,郑孟涵,M,J20-23,67.75,82.63,,,107.5,,107.5
IPLCN_016,Bench Only,黄胤凯,M,J20-23,86.85,82.33,,,125.0,,125.0
IPLCN_016,Bench Only,杨琪,M,J20-23,66.95,81.41,,,105.0,,105.0
IPLCN_016,Bench Only,高涵杰,M,Open,66.55,77.87,,,100.0,,100.0
IPLCN_016,Deadlift Only,施宝发,M,Open,72.65,190.44,,,,260.0,260.0
IPLCN_016,Deadlift Only,邓晨,M,J20-23,105.1,174.83,,,,290.0,290.0
IPLCN_016,Deadlift Only,朱丰,M,J20-23,99.15,172.99,,,,280.0,280.0
IPLCN_016,Deadlift Only,敖鑫,M,J20-23,86.9,171.18,,,,260.0,260.0
IPLCN_016,Deadlift Only,刘静,F,Open,43.65,159.37,,,,115.0,115.0
IPLCN_016,Deadlift Only,才让南杰,M,J20-23,81.9,153.05,,,,225.0,225.0
IPLCN_016,Deadlift Only,程佳辉,M,J18-19,68.8,144.46,,,,190.0,190.0
IPLCN_016,Deadlift Only,王鹏,M,J20-23,85.35,132.95,,,,200.0,200.0
IPLCN_016,Deadlift Only,郑劲扬,M,J20-23,72.65,124.52,,,,170.0,170.0
IPLCN_016,Deadlift Only,AIPLSA CHALLENGE,Unknown,無畏東方,,18.0,,0.0,155.0,,
IPLCN_017,Full Power,施宝发,M,Open,70.3,0.0,,230.0,127.5,285.0,642.5
IPLCN_017,Full Power,余书梓,M,J20-23,87.15,0.0,,260.0,157.5,282.5,700.0
IPLCN_017,Full Power,林艺炀,M,Open,67.45,0.0,,192.5,122.5,252.5,567.5
IPLCN_017,Full Power,梁熙,M,Open,74.6,0.0,,232.5,130.0,240.0,602.5
IPLCN_017,Full Power,傅容生,M,J20-23,80.9,0.0,,232.5,150.0,245.0,627.5
IPLCN_017,Full Power,伍要希,F,J20-23,43.3,0.0,,110.0,50.0,142.5,302.5
IPLCN_017,Full Power,练汉龙,M,J20-23,74.95,0.0,,225.0,105.0,230.0,560.0
IPLCN_017,Full Power,程佳记,M,Open,81.3,0.0,,235.0,100.0,235.0,570.0
IPLCN_017,Full Power,曾安杰,M,J15-19,98.65,0.0,,245.0,135.0,240.0,620.0
IPLCN_017,Full Power,谢明俊,M,J15-19,89.85,0.0,,220.0,130.0,242.5,592.5
IPLCN_017,Full Power,王小字,F,J20-23,57.45,0.0,,110.0,70.0,145.0,325.0
IPLCN_017,Full Power,林浩贤,M,Open,74.0,0.0,,187.5,120.0,200.0,507.5
IPLCN_017,Full Power,陈奕安,M,J15-19,64.9,0.0,,180.0,87.5,190.0,457.5
IPLCN_017,Full Power,杨骏岚,M,320-23,79.75,0.0,,215.0,110.0,200.0,525.0
IPLCN_017,Full Power,黄炜卿,M,Open,86.25,0.0,,207.5,107.5,225.0,540.0
IPLCN_017,Full Power,徐颖,F,Open,65.9,0.0,,127.5,85.0,127.5,340.0
IPLCN_017,Full Power,潘建庆,M,J20-23,71.1,0.0,,165.0,105.0,185.0,455.0
IPLCN_017,Full Power,朱泽鹏,M,J20-23,88.85,0.0,,195.0,95.0,220.0,510.0
IPLCN_017,Full Power,黄丽燕,F,Open,51.95,0.0,,102.5,52.5,110.0,265.0
IPLCN_017,Full Power,尚琳,F,Open,60.75,0.0,,100.0,47.5,145.0,292.5
IPLCN_017,Full Power,林楚,F,Open,50.85,0.0,,90.0,40.0,107.5,237.5
IPLCN_017,Full Power,郭吴悠,F,J20-23,73.1,0.0,,110.0,45.0,130.0,285.0
IPLCN_017,Full Power,马嫣然,F,J20-23,66.4,0.0,,80.0,47.5,56.0,183.5
IPLCN_017,Bench Only,姚宇林,M,Open,104.9,123.68,,,205.0,,205.0
IPLCN_017,Bench Only,孙伟航,M,J20-23,106.6,107.91,,,180.0,,180.0
IPLCN_017,Bench Only,陈子楷,M,Open,99.05,105.07,,,170.0,,170.0
IPLCN_017,Bench Only,吕嘉城,M,J15-19,84.9,100.0,,,150.0,,150.0
IPLCN_017,Bench Only,陈鑫豪,M,J20-23,74.85,96.98,,,135.0,,135.0
IPLCN_017,Bench Only,资灿灿,M,120-23,55.6,90.07,,,100.0,,100.0
IPLCN_017,Bench Only,张悦,F,Open,78.5,76.42,,,80.0,,80.0
IPLCN_017,Bench Only,张子悦,F,Open,57.85,70.92,,,62.5,,62.5
IPLCN_017,Bench Only,余秋逸,F,Open,59.3,61.43,,,55.0,,55.0
IPLCN_017,Deadlift Only,施宝发,M,Open,70.3,215.32,,,,,287.5
IPLCN_017,Deadlift Only,林艺炀,M,Open,67.45,196.65,,,,,255.0
IPLCN_017,Deadlift Only,张子悦,F,Open,57.85,170.21,,,,,150.0
IPLCN_017,Deadlift Only,黄伟韩,M,Open,74.8,158.1,,,,,220.0
IPLCN_017,Deadlift Only,黄晓露,F,Open,73.9,144.79,,,,,147.5
IPLCN_018,Full Power,施宝发,M,Open,67.1,464.45,,200.0,127.5,272.5,600.0
IPLCN_018,Full Power,幸小勇,M,Open,74.95,452.17,,235.0,140.0,255.0,630.0
IPLCN_018,Full Power,邓晨,M,J20-23,98.8,426.95,,260.0,145.0,285.0,690.0
IPLCN_018,Full Power,胡煜捷,M,Open,93.15,425.96,,230.0,175.0,265.0,670.0
IPLCN_018,Full Power,梁熙,M,Open,72.2,422.91,,212.5,122.5,240.0,575.0
IPLCN_018,Full Power,林艺炀,M,Open,67.75,405.49,,180.0,1125.0,-777.5,527.5
IPLCN_018,Full Power,张亚运,M,Open,114.9,405.13,,260.0,185.0,250.0,695.0
IPLCN_018,Full Power,蒋通金,M,J20-23,60.0,403.03,,190.0,117.5,170.0,477.5
IPLCN_018,Full Power,练汉龙,M,J20-23,72.45,390.75,,210.0,97.5,225.0,532.5
IPLCN_018,Full Power,刘必一,M,J20-23,63.65,390.57,,187.5,97.5,200.0,485.0
IPLCN_018,Full Power,朱鹏飞,M,Open,76.05,373.34,,195.0,100.0,230.0,525.0
IPLCN_018,Full Power,林浩贤,M,Open,74.85,369.95,,185.0,120.0,210.0,515.0
IPLCN_018,Full Power,郑伟田,M,J20-23,72.35,363.56,,180.0,115.0,200.0,495.0
IPLCN_018,Full Power,陈奕安,M,J15-19,63.7,356.13,,167.5,87.5,187.5,442.5
IPLCN_018,Full Power,杨骏岚,M,J20-23,73.05,353.95,,180.0,95.0,210.0,485.0
IPLCN_018,Full Power,林铭,F,Open,67.4,351.31,,140.0,55.0,145.0,340.0
IPLCN_018,Full Power,陈正旭,M,Open,87.0,350.39,,205.0,117.5,210.0,532.5
IPLCN_018,Full Power,林昀澍,M,Open,89.4,350.35,,185.0,120.0,235.0,540.0
IPLCN_018,Full Power,李志辉,M,Open,82.2,349.58,,210.0,130.0,175.0,515.0
IPLCN_018,Full Power,钟国胜,M,J15-19,73.95,347.51,,150.0,110.0,220.0,480.0
IPLCN_018,Full Power,张子稻,M,M45-49,97.75,341.94,,190.0,140.0,220.0,550.0
IPLCN_018,Full Power,黄炜卿,M,Open,86.4,325.26,,185.0,107.5,200.0,492.5
IPLCN_018,Full Power,黄丽燕,F,Open,56.09,309.1,,95.0,52.5,102.5,250.0
IPLCN_018,Full Power,张佳薇,F,Open,59.4,301.22,,102.5,45.0,122.5,270.0
IPLCN_018,Full Power,林津,M,M55-59,73.9,293.34,,145.0,100.0,160.0,405.0
IPLCN_018,Full Power,宋亚男,F,Open,55.8,267.23,,80.0,42.5,107.5,230.0
IPLCN_018,Full Power,郑学恒,M,J20-23,102.4,262.01,,155.0,110.0,165.0,430.0
IPLCN_018,Full Power,柳晓鑫,M,J20-23,76.5,226.72,,100.0,120.0,100.0,320.0
IPLCN_018,Bench Only,姚宇林,M,J20-23,103.4,115.31,,,190.0,,190.0
IPLCN_018,Bench Only,魏彦春,M,Open,62.15,114.86,,,140.0,,140.0
IPLCN_018,Bench Only,股超群,M,Open,85.45,111.28,,,167.5,,167.5
IPLCN_018,Bench Only,廖青峰,M,Open,71.55,105.45,,,142.5,,142.5
IPLCN_018,Bench Only,陈鑫豪,M,J20-23,72.1,103.06,,,140.0,,140.0
IPLCN_018,Bench Only,朱光坝,M,J20-23,105.8,102.22,,,170.0,,170.0
IPLCN_018,Bench Only,柳晓鑫,M,J20-23,76.5,95.65,,,135.0,,135.0
IPLCN_018,Bench Only,黄藏凯,M,J20-23,88.35,88.12,,,135.0,,135.0
IPLCN_018,Bench Only,郑孟涵,M,J20-23,70.3,88.0,,,117.5,,117.5
IPLCN_018,Bench Only,王伟波,M,J20-23,73.2,76.53,,,105.0,,105.0
IPLCN_018,Bench Only,李昱鹏,M,J15-19,71.85,66.41,,,90.0,,90.0
IPLCN_018,Bench Only,余秋逸,F,Open,59.05,58.79,,,52.5,,52.5
IPLCN_018,Bench Only,兰建红,F,Open,74.75,53.66,,,55.0,,55.0
IPLCN_018,Deadlift Only,施宝发,M,Open,67.1,197.39,,,,255.0,255.0
IPLCN_018,Deadlift Only,林艺炀,M,Open,67.75,184.49,,,,240.0,240.0
IPLCN_018,Deadlift Only,陈佳楠,M,J20-23,68.35,177.6,,,,232.5,232.5
IPLCN_018,Deadlift Only,朱丰,M,Open,97.75,170.97,,,,275.0,275.0
IPLCN_018,Deadlift Only,练汉龙,M,J20-23,72.45,168.77,,,,230.0,230.0
IPLCN_018,Deadlift Only,王小宇,F,J20-23,58.2,149.76,,,,132.5,132.5
IPLCN_018,Deadlift Only,朱鹏飞,M,Open,76.05,142.23,,,,200.0,200.0
IPLCN_018,Deadlift Only,谢明俊,M,J15-19,89.2,116.92,,,,180.0,180.0
IPLCN_019,Full Power,戴明锋,M,Open,75.0,478.88,,250.0,147.5,270.0,667.5
IPLCN_019,Full Power,刘胜尧,M,Open,74.95,452.17,,225.0,135.0,270.0,630.0
IPLCN_019,Full Power,王磊,M,Open,82.5,430.14,,235.0,150.0,250.0,635.0
IPLCN_019,Full Power,夏鑫炎,M,Open,87.0,419.48,,230.0,167.5,240.0,637.5
IPLCN_019,Full Power,刘兰鑫,M,Open,88.15,401.9,,210.0,145.0,260.0,615.0
IPLCN_019,Full Power,项黎航,M,Open,99.85,400.35,,240.0,150.0,260.0,650.0
IPLCN_019,Full Power,姜力铭,M,Open,99.15,395.4,,260.0,130.0,250.0,640.0
IPLCN_019,Full Power,侯海林,M,M40-44,76.65,390.97,,200.0,132.5,220.0,552.5
IPLCN_019,Full Power,魏柏旭,M,Open,108.2,390.38,,262.5,152.5,240.0,655.0
IPLCN_019,Full Power,曹煦康,M,M40-44,74.15,383.03,,185.0,120.0,225.0,530.0
IPLCN_019,Full Power,任春宇,M,Open,111.9,382.53,,250.0,150.0,250.0,650.0
IPLCN_019,Full Power,王强,M,Open,108.9,377.53,,235.0,160.0,240.0,635.0
IPLCN_019,Full Power,项黎恒,M,Open,103.1,376.72,,230.0,140.0,250.0,620.0
IPLCN_019,Full Power,孙延通,M,Open,89.25,375.0,,222.5,115.0,240.0,577.5
IPLCN_019,Full Power,金茂林,M,Open,58.0,369.02,,172.5,82.5,170.0,425.0
IPLCN_019,Full Power,张子钊,M,Open,130.3,366.51,,260.0,155.0,240.0,655.0
IPLCN_019,Full Power,尹鹏肠,M,J20-23,81.8,364.17,,180.0,140.0,215.0,535.0
IPLCN_019,Full Power,欧洋恺,M,J15-19,87.8,347.07,,210.0,105.0,215.0,530.0
IPLCN_019,Full Power,常健,M,Open,107.8,340.21,,195.0,130.0,245.0,570.0
IPLCN_019,Full Power,赵海超,F,Open,66.3,336.44,,107.5,67.5,147.5,322.5
IPLCN_019,Full Power,任舫权,M,Open,87.6,321.26,,180.0,110.0,200.0,490.0
IPLCN_019,Full Power,王忠雨,M,Open,77.55,316.15,,150.0,100.0,200.0,450.0
IPLCN_019,Full Power,李想,M,Open,65.5,315.19,,140.0,90.0,170.0,400.0
IPLCN_019,Full Power,闫婷婷,F,M40-44,54.15,299.34,,70.0,52.5,130.0,252.5
IPLCN_019,Full Power,郑文博,M,J20-23,82.0,292.29,,130.0,100.0,200.0,430.0
IPLCN_019,Full Power,史景夫,M,M55-59,86.9,263.36,,135.0,115.0,150.0,400.0
IPLCN_019,Full Power,陈麒,M,Open,65.9,184.34,,75.0,57.5,102.5,235.0
IPLCN_019,Full Power,张兴,M,Open,106.5,497.75,,330.0,180.0,320.0,830.0
IPLCN_019,Full Power,朱永亮,M,Open,73.2,481.02,,260.0,160.0,240.0,660.0
IPLCN_019,Full Power,张永欣,M,Open,80.75,418.33,,230.0,170.0,210.0,610.0
IPLCN_019,Full Power,张律楷,F,Open,73.7,407.98,,150.0,105.0,160.0,415.0
IPLCN_019,Full Power,孙宏祥,M,Open,72.5,405.24,,205.0,122.5,225.0,552.5
IPLCN_019,Full Power,郭九阳,M,Open,66.8,401.9,,200.0,112.5,205.0,517.5
IPLCN_019,Full Power,孙雪哲,M,Open,88.7,387.59,,205.0,150.0,240.0,595.0
IPLCN_019,Full Power,张也,M,Oren,90.2,361.69,,230.0,130.0,200.0,560.0
IPLCN_019,Full Power,王博,M,Open,123.0,358.9,,240.0,140.0,250.0,630.0
IPLCN_019,Full Power,李龙,M,Open,107.6,343.44,,240.0,115.0,220.0,575.0
IPLCN_019,Full Power,杨斌,M,M50-54,67.45,300.75,,130.0,110.0,150.0,390.0
IPLCN_019,Bench Only,万肖飞,M,Open,118.7,145.54,,,252.5,,252.5
IPLCN_019,Bench Only,朱永亮,M,Open,73.2,118.43,,,162.5,,162.5
IPLCN_019,Bench Only,孙欢,M,J20-23,73.75,116.04,,,160.0,,160.0
IPLCN_019,Bench Only,夏鑫炎,M,Open,87.0,111.86,,,170.0,,170.0
IPLCN_019,Bench Only,王德斌,M,M55-59,92.65,111.55,,,175.0,,175.0
IPLCN_019,Bench Only,刘雨衡,M,J20-23,76.5,106.28,,,150.0,,150.0
IPLCN_019,Bench Only,张律楷,F,Open,73.7,105.68,,,107.5,,107.5
IPLCN_019,Bench Only,李泽川,M,J20-23,67.35,104.22,,,135.0,,135.0
IPLCN_019,Bench Only,屈梁经陌,M,J20-23,105.8,102.22,,,170.0,,170.0
IPLCN_019,Bench Only,吴瀚博,M,J15-19,115.1,101.95,,,175.0,,175.0
IPLCN_019,Bench Only,袁哲,M,Open,79.2,100.58,,,145.0,,145.0
IPLCN_019,Bench Only,王显锋,M,M60-64,74.7,71.93,,,100.0,,100.0
IPLCN_019,Bench Only,陈佳超,F,Open,57.3,65.65,,,57.5,,57.5
IPLCN_019,Bench Only,那生祺,F,Open,77.85,57.32,,,60.0,,60.0
IPLCN_019,Deadlift Only,刘胜尧,M,Open,74.95,200.96,,,,,280.0
IPLCN_019,Deadlift Only,臧佳奇,M,Open,81.0,184.83,,,,,270.0
IPLCN_019,Deadlift Only,孙欢,M,J20-23,73.75,159.55,,,,,220.0
IPLCN_019,Deadlift Only,郭京奇,M,J20-23,70.95,156.29,,,,,210.0
IPLCN_019,Deadlift Only,陆涛,M,Open,98.5,154.9,,,,,250.0
IPLCN_019,Deadlift Only,孙祺,M,Open,80.95,130.11,,,,,190.0
IPLCN_019,Deadlift Only,孙一陆,M,J20-23,98.3,124.03,,,,,200.0
IPLCN_019,Deadlift Only,刘柱,M,Open,93.8,107.72,,,,,170.0
IPLCN_019,Deadlift Only,任航,M,J15-19,59.15,76.87,,,,,90.0
IPLCN_019,Deadlift Only,Unknown,Unknown,Unknown,,0.0,,,,,
IPLCN_020,Full Power,杨平,M,Open,74.8,447.36,,255.0,122.5,245.0,622.5
IPLCN_020,Full Power,邹昊斓,M,J20-23,66.0,446.61,,210.0,130.0,230.0,570.0
IPLCN_020,Full Power,裴军,M,Open,89.6,437.44,,255.0,162.5,257.5,675.0
IPLCN_020,Full Power,韦斐扬,M,J20-23,74.7,431.56,,205.0,145.0,250.0,600.0
IPLCN_020,Full Power,蔡锦宏,M,M40-44,98.85,426.86,,270.0,160.0,260.0,690.0
IPLCN_020,Full Power,彭卫军,M,M40-44,73.45,414.49,,215.0,135.0,220.0,570.0
IPLCN_020,Full Power,余嘉诚,M,J20-23,67.35,409.15,,205.0,105.0,220.0,530.0
IPLCN_020,Full Power,赵错,M,J20-23,67.0,406.83,,185.0,110.0,230.0,525.0
IPLCN_020,Full Power,唐红旺,M,Open,81.45,406.01,,235.0,130.0,230.0,595.0
IPLCN_020,Full Power,邵皓然,M,J20-23,74.25,397.14,,195.0,115.0,240.0,550.0
IPLCN_020,Full Power,彭迪耀,M,J20-23,80.45,396.9,,222.5,125.0,230.0,577.5
IPLCN_020,Full Power,文风,M,M45-49,73.6,393.97,,175.0,132.5,235.0,542.5
IPLCN_020,Full Power,聂新宇,M,Open,85.55,388.4,,225.0,140.0,220.0,585.0
IPLCN_020,Full Power,徐文志,M,Open,67.3,384.27,,175.0,132.5,190.0,497.5
IPLCN_020,Full Power,欧栩安,M,J20-23,98.69,380.6,,155.0,100.0,195.0,450.0
IPLCN_020,Full Power,韩子龙,M,J18-19,70.4,375.97,,180.0,92.5,230.0,502.5
IPLCN_020,Full Power,胡琛洪,M,Open,72.55,373.89,,175.0,130.0,205.0,510.0
IPLCN_020,Full Power,唐湘安,M,Open,77.85,364.47,,190.0,105.0,225.0,520.0
IPLCN_020,Full Power,彭程洋,M,J20-23,74.65,363.39,,170.0,117.5,217.5,505.0
IPLCN_020,Full Power,徐彪,M,Open,105.9,360.62,,235.0,155.0,210.0,600.0
IPLCN_020,Full Power,张磊,M,Open,88.75,354.91,,220.0,120.0,205.0,545.0
IPLCN_020,Full Power,冯志旭,M,J18-19,101.8,337.49,,202.5,115.0,235.0,552.5
IPLCN_020,Full Power,蒋柳,M,Open,75.5,333.98,,165.0,107.5,195.0,467.5
IPLCN_020,Full Power,郭婷婷,F,Open,50.9,330.97,,112.5,45.0,110.0,267.5
IPLCN_020,Full Power,史谛森,M,Open,59.08,329.42,,170.0,100.0,210.0,480.0
IPLCN_020,Full Power,冯嘉天,M,J20-23,75.65,328.21,,160.0,105.0,195.0,460.0
IPLCN_020,Full Power,李政辰,M,J18-19,64.85,323.51,,147.5,70.0,190.0,407.5
IPLCN_020,Full Power,王俊豪,M,J18-19,77.65,308.88,,155.0,95.0,190.0,440.0
IPLCN_020,Full Power,何苗,M,M40-44,93.6,301.29,,160.0,110.0,205.0,475.0
IPLCN_020,Full Power,邓焰文,F,Open,82.5,292.36,,115.0,60.0,140.0,315.0
IPLCN_020,Full Power,李煜婵,F,Open,65.5,291.57,,105.0,47.5,125.0,277.5
IPLCN_020,Full Power,史景夫,M,M55-59,94.25,275.01,,140.0,135.0,160.0,435.0
IPLCN_020,Full Power,宋嘉慧,F,Open,54.2,272.49,,82.5,52.5,95.0,230.0
IPLCN_020,Full Power,彭昱达,M,Open,78.1,269.32,,140.0,100.0,145.0,385.0
IPLCN_020,Full Power,邓锐新,M,Open,66.5,257.13,,132.5,72.5,125.0,330.0
IPLCN_020,Full Power,曹思怡,F,J18-19,67.3,217.17,,80.0,40.0,90.0,210.0
IPLCN_020,Bench Only,朱墨,M,Open,76.45,106.32,,,150.0,,150.0
IPLCN_020,Bench Only,胡德,M,M45-49,70.95,100.47,,,135.0,,135.0
IPLCN_020,Bench Only,申文禄,M,Open,84.75,100.1,,,150.0,,150.0
IPLCN_020,Bench Only,张智伟,M,Open,58.5,99.13,,,115.0,,115.0
IPLCN_020,Bench Only,邹佳俊,M,Open,67.35,96.5,,,125.0,,125.0
IPLCN_020,Bench Only,吴子璇,M,J20-23,86.05,95.97,,,145.0,,145.0
IPLCN_020,Bench Only,文风,M,M45-49,73.6,94.41,,,130.0,,130.0
IPLCN_020,Bench Only,杨晶,M,Open,86.5,92.4,,,140.0,,140.0
IPLCN_020,Bench Only,罗金智,M,Open,68.8,91.24,,,120.0,,120.0
IPLCN_020,Bench Only,方成,M,J18-19,72.75,84.16,,,115.0,,115.0
IPLCN_020,Bench Only,李宗泰,M,Open,65.4,82.83,,,105.0,,105.0
IPLCN_020,Bench Only,侯然,F,J18-19,63.3,80.43,,,75.0,,75.0
IPLCN_020,Bench Only,杜宗翰,M,Open,76.4,78.0,,,110.0,,110.0
IPLCN_020,Bench Only,王斑,M,J20-23,66.0,70.52,,,90.0,,90.0
IPLCN_020,Bench Only,宋嘉慧,F,Open,54.2,62.2,,,52.5,,52.5
IPLCN_020,Deadlift Only,韩子龙,M,J18-19,70.4,181.44,,,,242.5,242.5
IPLCN_020,Deadlift Only,李志超,M,Open,70.08,180.13,,,,240.0,240.0
IPLCN_020,Deadlift Only,文风,M,M45-49,73.6,170.66,,,,235.0,235.0
IPLCN_020,Deadlift Only,冯志旭,M,J18-19,101.8,149.66,,,,245.0,245.0
IPLCN_020,Deadlift Only,刘扬,M,Open,78.0,147.02,,,,210.0,210.0
IPLCN_020,Deadlift Only,刘芬,F,Open,67.3,144.78,,,,140.0,140.0
IPLCN_020,Deadlift Only,李知阳,M,Open,97.75,142.99,,,,230.0,230.0
IPLCN_020,Deadlift Only,谭湘淼,M,J20-23,67.2,135.32,,,,175.0,175.0
IPLCN_020,Deadlift Only,邓思杰,M,J20-23,74.1,130.14,,,,180.0,180.0
IPLCN_020,Deadlift Only,宋嘉慧,F,Open,54.2,118.47,,,,100.0,100.0
IPLCN_020,Deadlift Only,刘茜,F,J20-23,52.0,109.7,,,,90.0,90.0
IPLCN_020,Deadlift Only,AIPL CHALLENGE,Unknown,無最東方,,0.0,,0.0,,155.0,
IPLCN_021,Full Power,刘清琛,M,Open,69.2,480.83,,235.0,140.0,260.0,635.0
IPLCN_021,Full Power,张陈越,M,J20-23,74.35,427.46,,230.0,140.0,222.5,592.5
IPLCN_021,Full Power,彭卫军,M,M40-44,71.8,426.33,,210.0,137.5,230.0,577.5
IPLCN_021,Full Power,邵皓然,M,Open,73.75,411.58,,207.5,125.0,235.0,567.5
IPLCN_021,Full Power,赵岩玺,M,J15-19,71.8,398.65,,220.0,110.0,210.0,540.0
IPLCN_021,Full Power,房宇杰,M,Open,73.15,391.91,,190.0,120.0,227.5,537.5
IPLCN_021,Full Power,欧相安,M,J20-23,60.4,390.35,,175.0,100.0,190.0,465.0
IPLCN_021,Full Power,许世岳,M,Open,75.35,384.47,,182.5,125.0,230.0,537.5
IPLCN_021,Full Power,那继轩,M,Open,89.35,382.9,,230.0,135.0,225.0,590.0
IPLCN_021,Full Power,杨亦婷,F,J20-23,72.65,378.95,,147.5,59.0,170.0,376.5
IPLCN_021,Full Power,苏宏澳,M,Open,73.35,376.65,,200.0,112.5,205.0,517.5
IPLCN_021,Full Power,傅亦池,M,Open,81.0,374.79,,190.0,117.5,240.0,547.5
IPLCN_021,Full Power,陈万涛,M,J20-23,89.1,365.57,,205.0,122.5,235.0,562.5
