comp_id,event,name,sex,division,bw,dots,team,s,b,d,total
IPLCN_026,Bench Only,曹文骄,F,Open,45.8,50.1,,,37.5,,37.5
IPLCN_026,Bench Only,王博洁,F,J20-23,55.05,35.17,,,30.0,,30.0
IPLCN_026,Deadlift Only,刘琪,M,Open,88.55,221.67,,,,,340.0
IPLCN_026,Deadlift Only,伯钟林,M,Open,65.25,209.41,,,,,265.0
IPLCN_026,Deadlift Only,梁氟耀,M,Open,67.4,185.18,,,,,240.0
IPLCN_026,Deadlift Only,张博远,M,Open,79.55,183.34,,,,,265.0
IPLCN_026,Deadlift Only,戴明锋,M,Open,78.1,178.38,,,,,255.0
IPLCN_026,Deadlift Only,翁李峥,M,Open,69.5,177.4,,,,,235.0
IPLCN_026,Deadlift Only,索世豪,M,Open,66.0,176.29,,,,,225.0
IPLCN_026,Deadlift Only,付叶政,M,J20-23,74.6,172.77,,,,,240.0
IPLCN_026,Deadlift Only,李浩,M,J20-23,94.95,170.11,,,,,270.0
IPLCN_026,Deadlift Only,邵兴,M,J20-23,82.15,166.36,,,,,245.0
IPLCN_026,Deadlift Only,马燕钊,M,Open,74.3,166.0,,,,,230.0
IPLCN_026,Deadlift Only,仇凯,M,J20-23,58.6,159.24,,,,,185.0
IPLCN_026,Deadlift Only,祁亮,M,Open,136.55,158.67,,,,,287.5
IPLCN_026,Deadlift Only,李政辰,M,J15-19,68.5,154.44,,,,,202.5
IPLCN_026,Deadlift Only,袁艺涵,F,Open,63.85,149.35,,,,,140.0
IPLCN_026,Deadlift Only,孙海洋,M,Open,107.7,149.27,,,,,250.0
IPLCN_026,Deadlift Only,李颖,F,Open,72.8,148.44,,,,,150.0
IPLCN_026,Deadlift Only,孙玮柏,M,J15-19,92.4,140.41,,,,,220.0
IPLCN_026,Deadlift Only,牛媛,Unknown,Open,79.9,136.71,,,,,145.0
IPLCN_026,Deadlift Only,张铜程,M,J20-23,124.7,136.12,,,,,240.0
IPLCN_026,Deadlift Only,潘煜,F,Open,62.4,135.23,,,,,125.0
IPLCN_026,Deadlift Only,黄佳怡,M,J15-19,78.3,132.71,,,,,190.0
IPLCN_026,Deadlift Only,张文,M,Open,75.6,123.13,,,,,172.5
IPLCN_026,Deadlift Only,董宏志,M,M50-54,104.65,120.78,,,,,200.0
IPLCN_026,Deadlift Only,曹文骄,Unknown,Open,45.8,120.25,,,,,90.0
IPLCN_026,Deadlift Only,林理然,Unknown,M40-44,55.0,120.24,,,,,102.5
IPLCN_026,Deadlift Only,董粮煜,M,J20-23,114.8,116.62,,,,,200.0
IPLCN_026,Deadlift Only,刘文浩,M,J15-19,80.05,110.29,,,,,160.0
IPLCN_026,Deadlift Only,崔毅,F,M5054,57.5,102.53,,,,,90.0
IPLCN_026,Deadlift Only,高临琳,Unknown,M40-44,58.8,84.22,,,,,75.0
IPLCN_026,Deadlift Only,袁国威,M,Open,95.75,78.45,,,,,125.0
IPLCN_027,Full Power,Andy Huang,M,Open,123.8,545.76,,385.0,230.0,345.0,960.0
IPLCN_027,Full Power,周红超,M,Open,84.55,536.22,,305.0,177.5,320.0,802.5
IPLCN_027,Full Power,沈军峰,M,Open,58.9,482.11,,215.0,110.0,237.5,562.5
IPLCN_027,Full Power,阮立军,M,J20-23,81.5,479.19,,250.0,152.5,300.0,702.5
IPLCN_027,Full Power,樊志,M,Open,56.65,476.26,,192.5,115.0,230.0,537.5
IPLCN_027,Full Power,刘消琛,M,Open,68.3,473.84,,237.5,120.0,262.5,620.0
IPLCN_027,Full Power,赵建宇,M,J20-23,98.5,455.41,,300.0,175.0,260.0,735.0
IPLCN_027,Full Power,许米米,F,Open,54.2,450.2,,150.0,65.0,165.0,380.0
IPLCN_027,Full Power,许昱璋,M,J20-23,81.65,449.73,,262.5,142.5,255.0,660.0
IPLCN_027,Full Power,张嘉捷,M,Open,67.0,441.7,,200.0,130.0,240.0,570.0
IPLCN_027,Full Power,胡骥,M,Open,82.15,441.37,,250.0,160.0,240.0,650.0
IPLCN_027,Full Power,郑子毅,M,Open,71.75,435.76,,230.0,112.5,247.5,590.0
IPLCN_027,Full Power,汤显悼,M,Open,97.8,428.88,,270.0,160.0,260.0,690.0
IPLCN_027,Full Power,陈琛,M,Open,74.5,428.7,,220.0,130.0,245.0,595.0
IPLCN_027,Full Power,陈生水,M,Open,78.55,425.24,,225.0,150.0,235.0,610.0
IPLCN_027,Full Power,吴嘉浚,M,J15-19,74.8,424.0,,215.0,125.0,250.0,590.0
IPLCN_027,Full Power,陈晨,M,Open,126.5,423.48,,280.0,170.0,300.0,750.0
IPLCN_027,Full Power,任力,M,Open,79.3,421.09,,230.0,135.0,242.5,607.5
IPLCN_027,Full Power,朱成榆,M,Open,88.0,418.61,,240.0,135.0,265.0,640.0
IPLCN_027,Full Power,崔彬,M,Open,88.75,410.27,,230.0,155.0,245.0,630.0
IPLCN_027,Full Power,姜力铭,M,Open,106.8,405.84,,282.5,137.5,257.5,677.5
IPLCN_027,Full Power,甘忠文,M,J20-23,83.05,404.92,,220.0,140.0,240.0,600.0
IPLCN_027,Full Power,欧阳永成,M,Open,67.2,402.08,,175.0,115.0,230.0,520.0
IPLCN_027,Full Power,孙权,M,Open,82.15,398.93,,220.0,162.5,205.0,587.5
IPLCN_027,Full Power,李斌辉,M,Open,86.0,398.89,,212.5,127.5,262.5,602.5
IPLCN_027,Full Power,陆诗尧,M,Open,52.55,398.3,,140.0,90.0,190.0,420.0
IPLCN_027,Full Power,王远达,M,J20-23,82.05,397.51,,212.5,132.5,240.0,585.0
IPLCN_027,Full Power,曾文世,F,Open,57.8,397.37,,115.0,85.0,150.0,350.0
IPLCN_027,Full Power,李义鹏,M,M40-44,109.8,397.09,,250.0,170.0,250.0,670.0
IPLCN_027,Full Power,杨奥,M,M40-44,85.85,395.95,,215.0,147.5,235.0,597.5
IPLCN_027,Full Power,李思成,M,Open,80.15,394.33,,207.5,135.0,230.0,572.5
IPLCN_027,Full Power,孙云忠,M,M45-49,65.7,389.16,,175.0,75.0,245.0,495.0
IPLCN_027,Full Power,金鹏程,M,Open,86.85,385.28,,220.0,130.0,235.0,585.0
IPLCN_027,Full Power,刘亚榕,M,J20-23,103.9,384.61,,242.5,142.5,250.0,635.0
IPLCN_027,Full Power,马婷,F,J20-23,58.3,383.88,,125.0,55.0,160.0,340.0
IPLCN_027,Full Power,魏文武,M,Open,72.85,383.84,,180.0,135.0,210.0,525.0
IPLCN_027,Full Power,陈辰,M,Open,106.7,380.52,,260.0,130.0,245.0,635.0
IPLCN_027,Full Power,杨傲,M,J20-23,74.5,378.27,,200.0,120.0,205.0,525.0
IPLCN_027,Full Power,杨镇泽,M,Open,89.75,377.17,,205.0,115.0,262.5,582.5
IPLCN_027,Full Power,尉浩,M,Open,97.45,373.54,,220.0,145.0,235.0,600.0
IPLCN_027,Full Power,杨晶,M,M40-44,88.15,369.23,,200.0,155.0,210.0,565.0
IPLCN_027,Full Power,李惠,F,Open,58.5,363.32,,125.0,55.0,142.5,322.5
IPLCN_027,Full Power,黄彬,M,M50-54,88.65,361.63,,205.0,127.5,222.5,555.0
IPLCN_027,Full Power,王森林,M,Open,73.3,356.8,,175.0,110.0,205.0,490.0
IPLCN_027,Full Power,许晏,F,Open,59.8,355.48,,135.0,65.0,120.0,320.0
IPLCN_027,Full Power,杨沛德,M,Open,85.25,352.55,,197.5,150.0,182.5,530.0
IPLCN_027,Full Power,潘欣誉,M,Open,88.15,351.25,,202.5,120.0,215.0,537.5
IPLCN_027,Full Power,周京锐,M,J20-23,98.65,349.84,,212.5,127.5,225.0,565.0
IPLCN_027,Full Power,朱伟翔,M,J15-19,62.0,330.86,,137.5,6.0,175.0,318.5
IPLCN_027,Full Power,沈雁,M,M45-49,82.1,329.44,,180.0,120.0,185.0,485.0
IPLCN_027,Full Power,奚嘉宾,M,M40-44,87.3,328.4,,195.0,100.0,205.0,500.0
IPLCN_027,Full Power,谭炜倚,F,M40-44,54.75,326.54,,100.0,45.0,132.5,277.5
IPLCN_027,Full Power,田建俊,M,M45-49,88.65,325.8,,160.0,117.5,222.5,500.0
IPLCN_027,Full Power,阳娉,F,Open,67.15,318.42,,122.5,50.0,135.0,307.5
IPLCN_027,Full Power,朱政凡,M,Open,85.95,316.23,,172.5,100.0,205.0,477.5
IPLCN_027,Full Power,酒位,Unknown,Unknown,,0.0,,,11.0,100.0,
IPLCN_027,Full Power,Unknown,M,M45-49,73.6,315.9,,140.0,,,435.0
IPLCN_027,Full Power,窦君胤,M,Open,83.85,308.78,,160.0,130.0,170.0,460.0
IPLCN_027,Full Power,杨林,M,Open,89.2,302.03,,185.0,105.0,175.0,465.0
IPLCN_027,Full Power,刘媛,F,Open,71.85,301.51,,117.5,60.0,125.0,302.5
IPLCN_027,Full Power,张潇,F,Open,55.6,299.9,,97.5,47.5,112.5,257.5
IPLCN_027,Full Power,周业庆,M,M40-44,81.65,296.41,,125.0,130.0,180.0,435.0
IPLCN_027,Full Power,郭舜喆,M,J15-19,90.0,295.82,,175.0,112.5,170.0,457.5
IPLCN_027,Full Power,周佳琳,F,Open,56.25,219.59,,75.0,42.5,72.5,190.0
IPLCN_027,Full Power,陈旭,F,J20-23,75.25,209.04,,80.0,35.0,100.0,215.0
IPLCN_027,Full Power,杨婷婷,F,M45-49,51.2,160.18,,50.0,30.0,50.0,130.0
IPLCN_027,Bench Only,龙震,M,Open,104.1,145.25,,,240.0,,240.0
IPLCN_027,Bench Only,李正风,M,Open,72.6,120.91,,,165.0,,165.0
IPLCN_027,Bench Only,任子逸,M,Open,80.5,116.79,,,170.0,,170.0
IPLCN_027,Bench Only,Unknown,M,M40-44,99.25,103.44,,,167.5,,167.5
IPLCN_027,Bench Only,赵渊博,M,J20-23,67.15,96.71,,,125.0,,125.0
IPLCN_027,Bench Only,陈威豪,M,Open,106.7,95.88,,,160.0,,160.0
IPLCN_027,Bench Only,谷克森,M,Open,87.6,95.07,,,145.0,,145.0
IPLCN_027,Bench Only,寇梦想,M,J15-19,80.4,91.1,,,132.5,,132.5
IPLCN_027,Bench Only,Unknown,M,Open,51.1,87.65,,,6.0,,6.0
IPLCN_027,Bench Only,周业庆,M,M40-44,81.65,86.88,,,127.5,,127.5
IPLCN_027,Bench Only,叶浩,M,J20-23,86.95,85.57,,,130.0,,130.0
IPLCN_027,Bench Only,耿立奇,M,J15-19,80.3,82.56,,,120.0,,120.0
IPLCN_027,Deadlift Only,邱绍会,F,Open,65.55,210.04,,,,200.0,200.0
IPLCN_027,Deadlift Only,孙云忠,M,Open,65.7,204.41,,,,260.0,260.0
IPLCN_027,Deadlift Only,伍锐藥,M,Open,66.15,197.51,,,,252.5,252.5
IPLCN_027,Deadlift Only,叶成,M,Open,93.85,183.71,,,,290.0,290.0
IPLCN_027,Deadlift Only,米朝政,M,Open,108.2,165.39,,,,277.5,277.5
IPLCN_027,Deadlift Only,李斌辉,M,Open,86.0,163.86,,,,247.5,247.5
IPLCN_027,Deadlift Only,陆偶聪,M,Open,110.5,155.21,,,,262.5,262.5
IPLCN_027,Deadlift Only,丁利军,M,M40-44,103.5,145.59,,,,240.0,240.0
IPLCN_027,Deadlift Only,奚嘉宾,M,M40-44,87.3,137.93,,,,210.0,210.0
IPLCN_027,Deadlift Only,杨馥儒,F,Open,50.1,134.51,,,,107.5,107.5
IPLCN_028,Full Power,王海波,M,Open,90.5,502.95,,300.0,195.0,285.0,780.0
IPLCN_028,Full Power,伯钟林,M,Open,67.6,500.45,,265.0,140.0,245.0,650.0
IPLCN_028,Full Power,黄尹杰,M,Open,65.95,497.82,,240.0,145.0,250.0,635.0
IPLCN_028,Full Power,金鹏程,M,Open,90.0,444.54,,275.0,152.5,260.0,687.5
IPLCN_028,Full Power,张嘉捷,M,Open,66.3,441.21,,205.0,140.0,220.0,565.0
IPLCN_028,Full Power,陈晨,M,Open,123.2,429.88,,305.0,180.0,270.0,755.0
IPLCN_028,Full Power,张润民,M,J20-23,99.7,422.18,,275.0,140.0,270.0,685.0
IPLCN_028,Full Power,宫逸凡,M,Open,74.05,419.53,,195.0,110.0,275.0,580.0
IPLCN_028,Full Power,吴伟聪,M,J20-23,72.75,404.31,,212.5,115.0,225.0,552.5
IPLCN_028,Full Power,华宇飞,M,Open,71.5,403.48,,190.0,135.0,220.0,545.0
IPLCN_028,Full Power,石华,M,M40-44,74.3,400.58,,215.0,112.5,227.5,555.0
IPLCN_028,Full Power,王殿宁,M,Open,112.4,396.6,,250.0,150.0,275.0,675.0
IPLCN_028,Full Power,沈冯仁义,M,Open,126.9,394.86,,280.0,160.0,260.0,700.0
IPLCN_028,Full Power,李惠,F,Open,59.4,390.47,,130.0,62.5,157.5,350.0
IPLCN_028,Full Power,金纪虎,M,Open,103.3,387.04,,222.5,155.0,260.0,637.5
IPLCN_028,Full Power,陈辰,M,Open,103.0,385.99,,260.0,125.0,250.0,635.0
IPLCN_028,Full Power,缪晓敏,M,Open,87.75,379.93,,225.0,130.0,225.0,580.0
IPLCN_028,Full Power,徐维益,M,M50-54,88.5,379.88,,210.0,127.5,245.0,582.5
IPLCN_028,Full Power,Unknown,M,M40-44,98.5,379.51,,225.0,152.5,235.0,612.5
IPLCN_028,Full Power,徐钰超,M,Open,102.04,373.77,,250.0,117.5,245.0,612.5
IPLCN_028,Full Power,王宇佳,M,Open,67.05,371.76,,185.0,105.0,190.0,480.0
IPLCN_028,Full Power,邵仪,M,Open,70.95,366.53,,180.0,105.0,207.5,492.5
IPLCN_028,Full Power,余璐,F,J20-23,51.95,359.82,,112.5,55.0,127.5,295.0
IPLCN_028,Full Power,顾情,F,Open,73.45,359.48,,140.0,75.0,150.0,365.0
IPLCN_028,Full Power,王韵飞,M,M40-44,97.7,354.46,,215.0,135.0,220.0,570.0
IPLCN_028,Full Power,刘览,M,Open,88.05,353.1,,200.0,140.0,200.0,540.0
IPLCN_028,Full Power,于婷婷,F,M40-44,59.55,350.86,,125.0,60.0,130.0,315.0
IPLCN_028,Full Power,朱晓俊,M,Open,73.7,350.09,,180.0,112.5,190.0,482.5
IPLCN_028,Full Power,陈建宏,M,Open,74.35,342.69,,160.0,105.0,210.0,475.0
IPLCN_028,Full Power,江浩伦,M,Open,74.7,339.85,,195.0,95.0,182.5,472.5
IPLCN_028,Full Power,周靖婕,F,Open,66.25,333.98,,125.0,60.0,135.0,320.0
IPLCN_028,Full Power,吴翼,M,J15-19,80.15,332.34,,185.0,115.0,182.5,482.5
IPLCN_028,Full Power,杨博宇,M,J20-23,81.0,328.59,,170.0,110.0,200.0,480.0
IPLCN_028,Full Power,汤奕楠,F,Open,62.65,326.45,,110.0,60.0,132.5,302.5
IPLCN_028,Full Power,郭子一,M,J15-19,89.15,306.99,,182.5,130.0,160.0,472.5
IPLCN_028,Full Power,俞海鹰,F,Open,47.1,291.14,,80.0,42.5,100.0,222.5
IPLCN_028,Full Power,叶坤杰,M,J20-23,88.2,290.72,,130.0,125.0,190.0,445.0
IPLCN_028,Full Power,李淼飞,F,M50-54,53.6,286.5,,97.5,40.0,102.5,240.0
IPLCN_028,Full Power,方叶乔,F,Open,53.05,282.51,,80.0,50.0,105.0,235.0
IPLCN_028,Full Power,孟智如,F,Open,69.1,275.04,,105.0,45.0,120.0,270.0
IPLCN_028,Full Power,路小梅,F,M55-59,62.5,248.58,,87.5,47.5,56.0,191.0
IPLCN_028,Full Power,陈,F,J15-19,65.4,241.88,,100.0,37.5,92.5,230.0
IPLCN_028,Bench Only,陆阳,M,Open,107.0,145.16,,,242.5,,242.5
IPLCN_028,Bench Only,严晓雷,M,Open,89.1,126.73,,,195.0,,195.0
IPLCN_028,Bench Only,许丹聘,M,Open,73.35,121.91,,,167.5,,167.5
IPLCN_028,Bench Only,王夏阳,M,Open,97.95,119.57,,,192.5,,192.5
IPLCN_028,Bench Only,徐浪,M,Open,90.25,108.15,,,167.5,,167.5
IPLCN_028,Bench Only,贾东民,M,Open,80.0,106.88,,,155.0,,155.0
IPLCN_028,Bench Only,童钰伟,M,M45-49,95.2,103.83,,,165.0,,165.0
IPLCN_028,Bench Only,许家福,M,J15-19,80.8,83.98,,,122.5,,122.5
IPLCN_028,Bench Only,谭志杰,M,Open,78.65,83.59,,,120.0,,120.0
IPLCN_028,Bench Only,黄顺飞,M,Open,74.4,79.32,,,110.0,,110.0
IPLCN_028,Deadlift Only,孙云忠,M,M50-54,63.85,214.9,,,,,267.5
IPLCN_028,Deadlift Only,邱绍会,F,Open,64.6,214.52,,,,,202.5
IPLCN_028,Deadlift Only,石强,M,Open,67.15,189.55,,,,,245.0
IPLCN_028,Deadlift Only,陆偶聪,M,Open,100.01,184.65,,,,,300.0
IPLCN_028,Deadlift Only,张炜杰,M,Open,86.35,178.37,,,,,270.0
IPLCN_028,Deadlift Only,徐维益,M,M50-54,88.5,156.52,,,,,240.0
IPLCN_028,Deadlift Only,范君伟,M,J20-23,68.65,152.3,,,,,200.0
IPLCN_028,Deadlift Only,奚嘉宾,M,M40-44,80.05,151.64,,,,,220.0
IPLCN_028,Deadlift Only,张单翔,M,J15-19,97.75,136.78,,,,,220.0
IPLCN_029,Full Power,田浩宇,M,Open,73.6,461.14,,235.0,150.0,250.0,635.0
IPLCN_029,Full Power,黄山峰,M,Open,89.3,454.41,,257.5,155.0,287.5,700.0
IPLCN_029,Full Power,Unknown,M,Open,97.95,436.35,,285.0,142.5,275.0,702.5
IPLCN_029,Full Power,廖邦杰,M,Open,82.15,436.28,,227.5,135.0,280.0,642.5
IPLCN_029,Full Power,梁安阳,M,Open,82.4,433.83,,245.0,145.0,250.0,640.0
IPLCN_029,Full Power,林悼尧,M,Open,79.8,433.33,,247.5,130.0,250.0,627.5
IPLCN_029,Full Power,崔芳瑜,M,J20-23,73.55,421.39,,210.0,145.0,225.0,580.0
IPLCN_029,Full Power,王德泽,M,Open,95.75,414.2,,250.0,155.0,255.0,660.0
IPLCN_029,Full Power,江健,M,Open,66.35,411.7,,195.0,115.0,217.5,527.5
IPLCN_029,Full Power,吴文昊,M,Open,89.55,411.63,,250.0,130.0,255.0,635.0
IPLCN_029,Full Power,黄洁光,M,Open,74.7,406.39,,215.0,120.0,230.0,565.0
IPLCN_029,Full Power,刘远君,M,M40-44,99.35,404.31,,275.0,150.0,230.0,655.0
IPLCN_029,Full Power,郭露萍,F,Open,81.1,400.1,,180.0,87.5,160.0,427.5
IPLCN_029,Full Power,张洪峻,M,J18-19,88.0,398.99,,225.0,150.0,235.0,610.0
IPLCN_029,Full Power,金俊伍,M,M40-44,101.0,383.06,,235.0,160.0,230.0,625.0
IPLCN_029,Full Power,梁为祺,M,Open,66.6,379.43,,195.0,100.0,192.5,487.5
IPLCN_029,Full Power,蔡雍健,M,Open,73.85,367.74,,180.0,107.5,220.0,507.5
IPLCN_029,Full Power,熊棵,M,J20-23,86.9,352.24,,200.0,125.0,210.0,535.0
IPLCN_029,Full Power,黄超迈,M,Open,59.6,350.09,,145.0,90.0,177.5,412.5
IPLCN_029,Full Power,王鸣,M,Open,102.5,338.04,,230.0,120.0,205.0,555.0
IPLCN_029,Full Power,周民雄,M,J20-23,72.7,333.11,,170.0,95.0,190.0,455.0
IPLCN_029,Full Power,刘媛,F,Open,70.7,329.35,,127.5,65.0,135.0,327.5
IPLCN_029,Full Power,孙涛,M,J20-23,85.75,328.23,,195.0,100.0,200.0,495.0
IPLCN_029,Full Power,沈渝弦,M,J18-19,118.74,316.99,,220.0,100.0,230.0,550.0
IPLCN_029,Full Power,林茵,F,Open,74.6,315.0,,135.0,55.0,132.5,322.5
IPLCN_029,Full Power,曹家毓,M,J18-19,94.4,300.08,,185.0,85.0,205.0,475.0
IPLCN_029,Full Power,黄年胜,M,J18-19,59.95,299.84,,130.0,75.0,150.0,355.0
IPLCN_029,Full Power,郑杏娟,F,Open,74.3,298.54,,115.0,47.5,142.5,305.0
IPLCN_029,Full Power,吴金倩,F,J20-23,55.95,284.15,,90.0,50.0,105.0,245.0
IPLCN_029,Full Power,彭梅敏,F,Open,51.85,274.8,,75.0,40.0,110.0,225.0
IPLCN_029,Full Power,吴昌吉,M,M70-74,79.95,265.57,,125.0,85.0,175.0,385.0
IPLCN_029,Full Power,王佳鑫,M,Open,107.9,431.07,,260.0,177.5,285.0,722.5
IPLCN_029,Full Power,梁惠轲,M,J20-23,80.05,423.91,,242.5,132.5,240.0,615.0
IPLCN_029,Full Power,张华星,M,M40-44,75.1,422.92,,240.0,140.0,210.0,590.0
IPLCN_029,Full Power,陈宁,M,Open,91.8,358.55,,220.0,140.0,200.0,560.0
IPLCN_029,Full Power,陈明友,M,Open,88.0,143.9,,60.0,100.0,60.0,220.0
IPLCN_029,Bench Only,单铭涛,M,J20-23,79.25,124.81,,,180.0,,180.0
IPLCN_029,Bench Only,陈林,M,Open,88.1,117.66,,,180.0,,180.0
IPLCN_029,Bench Only,陈承麒,M,J20-23,88.4,110.93,,,170.0,,170.0
IPLCN_029,Bench Only,蒙欢,M,J20-23,74.5,109.88,,,152.5,,152.5
IPLCN_029,Bench Only,苏潇燃,M,J20-23,72.8,109.72,,,150.0,,150.0
IPLCN_029,Bench Only,黄超,M,Open,72.3,95.53,,,130.0,,130.0
IPLCN_029,Bench Only,叶书晨,M,Open,109.8,94.83,,,160.0,,160.0
IPLCN_029,Bench Only,李林,M,Open,65.3,92.8,,,117.5,,117.5
IPLCN_029,Bench Only,农电光,M,M50-54,77.75,91.19,,,130.0,,130.0
IPLCN_029,Bench Only,张锋,M,Open,79.15,90.21,,,130.0,,130.0
IPLCN_029,Bench Only,陈宁,M,Open,91.8,89.64,,,140.0,,140.0
IPLCN_029,Bench Only,李旺庭,M,J18-19,65.6,88.55,,,112.5,,112.5
IPLCN_029,Bench Only,雷善宇,M,J18-19,119.4,86.29,,,150.0,,150.0
IPLCN_029,Bench Only,杨冬根,M,M65-69,66.1,86.09,,,110.0,,110.0
IPLCN_029,Bench Only,严一川,M,Open,55.75,62.9,,,70.0,,70.0
IPLCN_029,Bench Only,朱晓敏,F,Open,77.6,52.63,,,55.0,,55.0
IPLCN_029,Deadlift Only,田浩宇,M,Open,73.6,190.63,,,,262.5,262.5
IPLCN_029,Deadlift Only,梁胤耀,M,Open,65.25,187.68,,,,237.5,237.5
IPLCN_029,Deadlift Only,单铭涛,M,J20-23,79.25,173.35,,,,250.0,250.0
IPLCN_029,Deadlift Only,赵维维,F,Open,46.6,171.46,,,,130.0,130.0
IPLCN_029,Deadlift Only,彭耀,M,J20-23,79.4,169.69,,,,245.0,245.0
IPLCN_029,Deadlift Only,梁泷升,M,Open,85.45,169.41,,,,255.0,255.0
IPLCN_029,Deadlift Only,申斌,M,Open,89.85,168.26,,,,260.0,260.0
IPLCN_029,Deadlift Only,蔡雍健,M,Open,73.85,152.17,,,,210.0,210.0
IPLCN_029,Deadlift Only,朱国华,M,Open,82.0,149.54,,,,220.0,220.0
IPLCN_029,Deadlift Only,王进兴,M,J18-19,86.75,144.98,,,,220.0,220.0
IPLCN_029,Deadlift Only,黄苏,M,Open,103.5,139.53,,,,230.0,230.0
IPLCN_029,Deadlift Only,陈宁,M,Open,91.8,128.05,,,,200.0,200.0
IPLCN_029,Deadlift Only,李家泉,M,J18-19,67.45,115.67,,,,150.0,150.0
IPLCN_029,Deadlift Only,中国张孔,Unknown,Unknown,100.0,0.0,,,,,
IPLCN_030,Full Power,Donnie Lucas,M,Open,97.45,504.28,,297.5,175.0,337.5,810.0
IPLCN_030,Full Power,周进,M,J20-23,89.9,503.01,,285.0,177.5,315.0,777.5
IPLCN_030,Full Power,廖邦杰,M,Open,75.7,486.76,,240.0,152.5,290.0,682.5
IPLCN_030,Full Power,田浩宇,M,Open,72.5,484.08,,250.0,150.0,260.0,660.0
IPLCN_030,Full Power,梁安阳,M,Open,81.05,475.6,,255.0,157.5,282.5,695.0
IPLCN_030,Full Power,杨哲轩,M,Open,98.3,465.12,,305.0,165.0,280.0,750.0
IPLCN_030,Full Power,罗志凌,M,J20-23,73.65,459.13,,242.5,140.0,250.0,632.5
IPLCN_030,Full Power,刘源,M,Open,55.75,458.28,,192.5,112.5,205.0,510.0
IPLCN_030,Full Power,黎洋,M,Open,102.7,454.92,,310.0,152.5,285.0,747.5
IPLCN_030,Full Power,黄洁光,M,Open,66.7,441.21,,205.0,130.0,232.5,567.5
IPLCN_030,Full Power,吴文昊,M,Open,93.65,437.55,,260.0,150.0,280.0,690.0
IPLCN_030,Full Power,温业斌,M,Open,70.9,433.72,,215.0,130.0,237.5,582.5
IPLCN_030,Full Power,王德泽,M,Open,95.25,430.93,,265.0,160.0,260.0,685.0
IPLCN_030,Full Power,刘济民,M,Open,58.65,430.07,,180.0,110.0,210.0,500.0
IPLCN_030,Full Power,侯斌,M,Open,88.2,421.38,,260.0,135.0,250.0,645.0
IPLCN_030,Full Power,赖宽,M,Open,85.65,421.33,,230.0,155.0,250.0,635.0
IPLCN_030,Full Power,农珍梅,F,Open,54.15,420.85,,150.0,65.0,140.0,355.0
IPLCN_030,Full Power,欧阳永成,M,Open,67.35,420.73,,185.0,120.0,240.0,545.0
IPLCN_030,Full Power,江健,M,Open,66.0,415.27,,195.0,120.0,215.0,530.0
IPLCN_030,Full Power,廖文毅,M,J20-23,82.0,414.64,,215.0,140.0,255.0,610.0
IPLCN_030,Full Power,吴凡,M,J15-19,100.8,410.98,,265.0,140.0,265.0,670.0
IPLCN_030,Full Power,赵佳宸,M,Open,80.4,400.49,,225.0,127.5,230.0,582.5
IPLCN_030,Full Power,农圣,M,J20-23,80.0,398.21,,230.0,125.0,222.5,577.5
IPLCN_030,Full Power,王海宁,M,Open,58.8,394.82,,195.0,65.0,200.0,460.0
IPLCN_030,Full Power,申斌,M,Open,100.2,393.59,,240.0,137.5,262.5,640.0
IPLCN_030,Full Power,黄仪栋,M,J20-23,86.15,386.94,,225.0,120.0,240.0,585.0
IPLCN_030,Full Power,闻晨红,F,Open,47.7,385.67,,120.0,45.0,132.5,297.5
IPLCN_030,Full Power,郭岳鹏,M,J20-23,123.7,385.26,,262.5,175.0,240.0,677.5
IPLCN_030,Full Power,吴丹宇,M,Open,81.15,381.23,,190.0,137.5,230.0,557.5
IPLCN_030,Full Power,朱俊业,M,M50-54,85.0,379.76,,210.0,127.5,232.5,570.0
IPLCN_030,Full Power,张宇轩,M,J20-23,74.35,378.76,,180.0,120.0,225.0,525.0
IPLCN_030,Full Power,颜家胜,M,Open,83.75,377.83,,200.0,142.5,220.0,562.5
IPLCN_030,Full Power,黄超迈,M,Open,55.65,375.76,,150.0,92.5,175.0,417.5
IPLCN_030,Full Power,许尧宁,M,J20-23,65.65,367.75,,172.5,105.0,190.0,467.5
IPLCN_030,Full Power,周斌,M,Open,101.1,367.58,,245.0,132.5,222.5,600.0
IPLCN_030,Full Power,张明君,M,J15-19,112.5,359.76,,250.0,140.0,222.5,612.5
IPLCN_030,Full Power,卓子钧,M,J20-23,71.3,357.89,,170.0,107.5,205.0,482.5
IPLCN_030,Full Power,黄晶晶,F,Open,63.3,353.9,,115.0,70.0,145.0,330.0
IPLCN_030,Full Power,梁悦容,F,J20-23,75.75,348.8,,145.0,60.0,155.0,360.0
IPLCN_030,Full Power,沈渝弦,M,J15-19,117.94,346.6,,240.0,110.0,250.0,600.0
IPLCN_030,Full Power,洪婵娟,F,Open,43.05,343.19,,90.0,40.0,115.0,245.0
IPLCN_030,Full Power,涂凌武,M,Open,89.9,341.27,,200.0,122.5,205.0,527.5
IPLCN_030,Full Power,林茵,F,Open,74.3,340.15,,150.0,57.5,140.0,347.5
IPLCN_030,Full Power,黄炜祺,M,Open,87.4,334.77,,200.0,110.0,200.0,510.0
IPLCN_030,Full Power,黎思健,M,Open,55.05,331.7,,140.0,85.0,140.0,365.0
