comp_id,event,name,sex,division,bw,gpa,weight_class,dots,s,b,d,total
CPA_032,Full Power,范晓军,Unknown,Unknown,105.85,783.28,110,,260.0,155.0,252.5,667.5
CPA_032,Full Power,王苗苗,Unknown,Unknown,65.8,773.16,67.5,,130.5,95.0,145.0,370.5
CPA_032,Full Power,王殿宁,Unknown,Unknown,104.7,766.84,110,,240.0,150.0,260.0,650.0
CPA_032,Full Power,李志豪,Unknown,Unknown,97.55,763.68,100,,210.0,162.5,255.0,627.5
CPA_032,Full Power,刘宇,Unknown,Unknown,73.4,760.98,75,,200.0,132.5,205.0,537.5
CPA_032,Full Power,贲道建,Unknown,Unknown,81.75,754.41,82.5,,210.0,130.0,230.0,570.0
CPA_032,Full Power,黄晓多,Unknown,Unknown,87.6,753.8,90,,215.0,140.0,235.0,590.0
CPA_032,Full Power,戴丽中,Unknown,Unknown,65.4,746.09,67.5,,175.0,110.0,200.0,485.0
CPA_032,Full Power,何珏,Unknown,Unknown,96.1,743.74,100,,170.0,77.5,165.0,412.5
CPA_032,Full Power,叶淑红,Unknown,Unknown,59.2,730.6,60,,125.0,70.0,135.0,330.0
CPA_032,Full Power,陆祺涛,Unknown,Unknown,89.2,713.18,90,,240.0,120.0,202.5,562.5
CPA_032,Full Power,邱绍会,Unknown,Unknown,62.65,712.96,67.5,,130.0,50.0,152.5,332.5
CPA_032,Full Power,陈真龙,Unknown,Unknown,96.1,710.79,100,,200.0,140.0,240.0,580.0
CPA_032,Full Power,薛嘉崴,Unknown,Unknown,80.95,709.93,82.5,,197.5,120.0,215.0,532.5
CPA_032,Full Power,孟宪国,Unknown,Unknown,94.4,704.31,100,,200.0,150.0,220.0,570.0
CPA_032,Full Power,冯桓健,Unknown,Unknown,74.0,703.09,75,,180.0,110.0,210.0,500.0
CPA_032,Full Power,王陈韩,Unknown,Unknown,88.7,699.11,90,,177.5,147.5,225.0,550.0
CPA_032,Full Power,于晓,Unknown,Unknown,50.05,697.51,52,,105.0,47.5,130.0,282.5
CPA_032,Full Power,陈辰,Unknown,Unknown,100.3,697.13,110,,225.0,120.0,235.0,580.0
CPA_032,Full Power,孙光颖,Unknown,Unknown,137.9,696.53,140,,220.0,190.0,260.0,670.0
CPA_032,Full Power,胡泽堃,Unknown,Unknown,80.7,694.63,82.5,,200.0,120.0,200.0,520.0
CPA_032,Full Power,王韵飞,Unknown,Unknown,97.4,694.47,100,,205.0,145.0,220.0,570.0
CPA_032,Full Power,李景钊,Unknown,Unknown,73.3,693.73,75,,180.0,105.0,205.0,490.0
CPA_032,Full Power,朱伟龙,Unknown,Unknown,86.95,692.59,90,,200.0,140.0,200.0,540.0
CPA_032,Full Power,王吉肠,Unknown,Unknown,98.4,691.31,100,,220.0,125.0,225.0,570.0
CPA_032,Full Power,樊凯,Unknown,Unknown,107.6,687.2,110,,200.0,130.0,260.0,590.0
CPA_032,Full Power,狄诗雨,Unknown,Unknown,54.9,684.17,56,,115.0,50.0,130.0,295.0
CPA_032,Full Power,崔月,Unknown,Unknown,77.65,678.04,82.5,,145.0,65.0,140.0,350.0
CPA_032,Full Power,周添玮,Unknown,Unknown,116.4,674.37,125,,230.0,140.0,230.0,600.0
CPA_032,Full Power,张吉鹏,Unknown,Unknown,91.4,670.73,100,,190.0,115.0,230.0,535.0
CPA_032,Full Power,谢志强,Unknown,Unknown,89.4,664.77,90,,165.0,150.0,210.0,525.0
CPA_032,Full Power,李震宇,Unknown,Unknown,80.05,653.77,82.5,,180.0,122.5,185.0,487.5
CPA_032,Full Power,姚月蓉,Unknown,Unknown,74.0,646.8,75,,120.0,72.5,135.0,327.5
CPA_032,Full Power,仇喝彩,Unknown,Unknown,73.75,627.05,75,,185.0,95.0,165.0,445.0
CPA_032,Full Power,赵家俊,Unknown,Unknown,65.6,621.05,67.5,,155.0,90.0,160.0,405.0
CPA_032,Full Power,谢晓龙,Unknown,Unknown,72.65,612.91,75,,212.5,142.5,75.0,430.0
CPA_032,Full Power,薛昊京,Unknown,Unknown,95.85,607.33,100,,185.0,95.0,215.0,495.0
CPA_032,Full Power,张艳涛,Unknown,Unknown,58.5,599.31,60,,127.5,80.0,150.0,357.5
CPA_032,Full Power,刘文华,Unknown,Unknown,51.1,583.6,52,,90.0,45.0,105.0,240.0
CPA_032,Full Power,蒋季昕,Unknown,Unknown,55.7,551.57,56,,97.5,52.5,90.0,240.0
CPA_032,Full Power,陈缪儿,Unknown,Unknown,80.1,536.43,82.5,,160.0,90.0,150.0,400.0
CPA_032,Full Power,刘欧,Unknown,Unknown,72.65,518.29,75,,105.0,55.0,100.0,260.0
CPA_032,Full Power,杜恒靓,Unknown,Unknown,79.65,508.54,82.5,,85.0,50.0,130.0,265.0
CPA_032,Full Power,费家昊,Unknown,Unknown,68.0,506.99,75,,130.0,70.0,140.0,340.0
CPA_032,Full Power,曹志晶,Unknown,Unknown,55.35,466.33,56,,100.0,55.0,110.0,265.0
CPA_032,Deadlift Only,林嘉乐,Unknown,Unknown,64.9,394.41,67.5,,,,255.0,
CPA_032,Deadlift Only,孙强,Unknown,Unknown,82.5,375.23,82.5,,,,285.0,
CPA_032,Deadlift Only,张庆,Unknown,Unknown,49.9,366.8,52,,,,190.0,
CPA_032,Deadlift Only,单铭涛,Unknown,Unknown,72.5,334.97,75,,,,235.0,
CPA_032,Deadlift Only,朱桂,Unknown,Unknown,59.05,324.62,60,,,,195.0,
CPA_032,Deadlift Only,赵成婷,Unknown,Unknown,47.3,316.29,48,,,,122.5,
CPA_032,Deadlift Only,米朝政,Unknown,Unknown,104.0,310.35,110,,,,262.5,
CPA_032,Deadlift Only,赵丁磊,Unknown,Unknown,69.65,308.18,75,,,,210.0,
CPA_032,Deadlift Only,刘佳,Unknown,Unknown,82.0,284.48,82.5,,,,150.0,
CPA_032,Deadlift Only,李志豪,Unknown,Unknown,97.55,281.13,100,,,,231.0,
CPA_032,Deadlift Only,周俊合,Unknown,Unknown,66.2,278.97,67.5,,,,183.0,
CPA_032,Deadlift Only,林佳宁,Unknown,Unknown,114.75,271.37,125,,,,240.0,
CPA_032,Deadlift Only,孙光颖,Unknown,Unknown,137.9,270.3,140,,,,260.0,
CPA_032,Deadlift Only,徐明杰,Unknown,Unknown,150.1,269.87,140+,,,,270.0,
CPA_032,Deadlift Only,涂睿,Unknown,Unknown,109.4,265.95,110,,,,230.0,
CPA_032,Deadlift Only,江依蓉,Unknown,Unknown,59.7,264.46,60,,,,120.0,
CPA_032,Deadlift Only,诸欣悦,Unknown,Unknown,65.35,240.9,67.5,,,,115.0,
CPA_032,Bench Only,万肖飞,Unknown,Unknown,117.3,274.28,125,,,245.0,,
CPA_032,Bench Only,陆阳,Unknown,Unknown,105.95,252.3,110,,,215.0,,
CPA_032,Bench Only,满军,Unknown,Unknown,73.2,237.63,75,,,167.5,,
CPA_032,Bench Only,吕旭明,Unknown,Unknown,67.3,236.75,67.5,,,157.5,,
CPA_032,Bench Only,武天元,Unknown,Unknown,96.75,232.03,100,,,190.0,,
CPA_032,Bench Only,张庆,Unknown,Unknown,49.9,231.66,52,,,120.0,,
CPA_032,Bench Only,张奚伟,Unknown,Unknown,55.15,220.89,56,,,125.0,,
CPA_032,Bench Only,单铭涛,Unknown,Unknown,72.5,213.81,75,,,150.0,,
CPA_032,Bench Only,江剑楠,Unknown,Unknown,57.35,213.3,60,,,125.0,,
CPA_032,Bench Only,陈冠德,Unknown,Unknown,82.0,211.36,82.5,,,160.0,,
CPA_032,Bench Only,臧一凡,Unknown,Unknown,88.2,210.26,90,,,165.0,,
CPA_032,Bench Only,徐明杰,Unknown,Unknown,150.1,205.4,140+,,,205.5,,
CPA_032,Bench Only,丁彪,Unknown,Unknown,89.95,202.1,90,,,160.0,,
CPA_032,Bench Only,胡美存,Unknown,Unknown,81.9,198.52,82.5,,,150.0,,
CPA_032,Bench Only,陆高君,Unknown,Unknown,88.4,197.27,90,,,155.0,,
CPA_032,Bench Only,谢志强,Unknown,Unknown,89.4,196.26,90,,,155.0,,
CPA_032,Bench Only,王晨龙,Unknown,Unknown,96.1,196.08,100,,,160.0,,
CPA_032,Bench Only,曹志杰,Unknown,Unknown,55.5,192.84,56,,,100.0,,
CPA_032,Bench Only,崔茗然,Unknown,Unknown,97.9,191.46,100,,,157.5,,
CPA_032,Bench Only,刘恭庆,Unknown,Unknown,117.5,190.13,125,,,170.0,,
CPA_032,Bench Only,李志豪,Unknown,Unknown,97.55,188.64,100,,,155.0,,
CPA_032,Bench Only,李小国,Unknown,Unknown,74.95,188.57,75,,,135.0,,
CPA_032,Bench Only,岳伟,Unknown,Unknown,79.95,188.02,82.5,,,140.0,,
CPA_032,Bench Only,陈俊衡,Unknown,Unknown,77.6,181.07,82.5,,,132.5,,
CPA_032,Bench Only,林佳宁,Unknown,Unknown,114.75,180.91,125,,,160.0,,
CPA_032,Bench Only,徐东升,Unknown,Unknown,75.3,180.83,82.5,,,130.0,,
CPA_032,Bench Only,李恩名,Unknown,Unknown,121.3,176.4,125,,,160.0,,
CPA_032,Bench Only,张智山,Unknown,Unknown,87.35,166.31,90,,,130.0,,
CPA_032,Bench Only,邵世财,Unknown,Unknown,58.3,159.85,60,,,95.0,,
CPA_032,Bench Only,韦斐扬,Unknown,Unknown,81.1,159.67,82.5,,,120.0,,
CPA_032,Bench Only,林承希,Unknown,Unknown,82.35,145.02,82.5,,,110.0,,
CPA_032,Bench Only,陈龙兴,Unknown,Unknown,72.7,135.41,75,,,95.0,,
CPA_032,Bench Only,赵远亮,Unknown,Unknown,80.0,134.11,82.5,,,100.0,,
CPA_032,Bench Only,龚国华,Unknown,Unknown,72.25,128.56,75,,,90.0,,
CPA_032,Bench Only,周俊合,Unknown,Unknown,66.2,125.76,67.5,,,82.5,,
CPA_032,Bench Only,刘健东,Unknown,Unknown,88.05,121.06,90,,,95.0,,
CPA_031,Push-Pull,万肖飞,Unknown,Unknown,116.1,652.54,125,,,260.0,320.0,580.0
CPA_031,Push-Pull,王壮,Unknown,Unknown,88.5,603.77,90,,,175.0,300.0,475.0
CPA_031,Push-Pull,戴明锋,Unknown,Unknown,73.2,553.29,75,,,145.0,245.0,390.0
CPA_031,Push-Pull,陆昊,Unknown,Unknown,97.2,500.12,100,,,165.0,245.0,410.0
CPA_031,Push-Pull,于斌,Unknown,Unknown,77.75,490.99,82.5,,,140.0,220.0,360.0
CPA_031,Push-Pull,孙光颖,Unknown,Unknown,134.55,467.83,140,,,185.0,260.0,445.0
CPA_031,Push-Pull,孙子涵,Unknown,Unknown,89.4,373.53,90,,,110.0,185.0,295.0
CPA_031,Push-Pull,李雨菡,Unknown,Unknown,51.85,372.94,52,,,40.0,115.0,155.0
CPA_031,Push-Pull,邵世财,Unknown,Unknown,59.95,362.67,60,,,100.0,120.0,220.0
CPA_031,Full Power,万肖飞,Unknown,Unknown,116.1,1012.57,125,,325.0,257.5,317.5,900.0
CPA_031,Full Power,戴明锋,Unknown,Unknown,73.2,989.54,75,,270.0,155.0,272.5,697.5
CPA_031,Full Power,张兴,Unknown,Unknown,107.9,989.02,110,,340.0,180.0,330.0,850.0
CPA_031,Full Power,阿木尔扎雅,Unknown,Unknown,99.85,954.69,100,,320.0,212.5,260.0,792.5
CPA_031,Full Power,何霄锋,Unknown,Unknown,85.35,931.28,90,,280.0,175.0,265.0,720.0
CPA_031,Full Power,曹金楷,Unknown,Unknown,66.75,906.8,67.5,,220.0,130.0,250.0,600.0
CPA_031,Full Power,林利,Unknown,Unknown,96.5,904.76,100,,265.0,175.0,300.0,740.0
CPA_031,Full Power,刘胜尧,Unknown,Unknown,73.85,880.69,75,,220.0,130.0,275.0,625.0
CPA_031,Full Power,伯钟林,Unknown,Unknown,66.6,875.17,67.5,,212.5,135.0,230.0,577.5
CPA_031,Full Power,崔亚鑫,Unknown,Unknown,73.5,868.4,75,,260.0,120.0,235.0,615.0
CPA_031,Full Power,商嘉乐,Unknown,Unknown,73.05,865.41,75,,225.0,145.0,240.0,610.0
CPA_031,Full Power,黄磊,Unknown,Unknown,65.8,864.07,67.5,,202.5,107.5,255.0,565.0
CPA_031,Full Power,吴进松,Unknown,Unknown,100.3,853.38,110,,270.0,160.0,280.0,710.0
CPA_031,Full Power,张华星,Unknown,Unknown,72.0,837.79,75,,245.0,140.0,200.0,585.0
CPA_031,Full Power,张延飞,Unknown,Unknown,108.8,834.25,110,,295.0,160.0,265.0,720.0
CPA_031,Full Power,朱向阳,Unknown,Unknown,99.25,833.07,100,,270.0,170.0,250.0,690.0
CPA_031,Full Power,方可,Unknown,Unknown,119.4,821.96,125,,270.0,200.0,270.0,740.0
CPA_031,Full Power,李升辉,Unknown,Unknown,89.35,797.72,90,,252.5,137.5,240.0,630.0
CPA_031,Full Power,梁潇,Unknown,Unknown,96.15,796.58,100,,245.0,150.0,255.0,650.0
CPA_031,Full Power,肖万里,Unknown,Unknown,81.5,795.69,82.5,,240.0,135.0,225.0,600.0
CPA_031,Full Power,马颢铭,Unknown,Unknown,82.2,789.28,82.5,,230.0,147.5,220.0,597.5
CPA_031,Full Power,杨昊烨,Unknown,Unknown,109.3,786.27,110,,280.0,165.0,235.0,680.0
CPA_031,Full Power,李硕,Unknown,Unknown,96.15,778.19,100,,252.5,162.5,220.0,635.0
CPA_031,Full Power,于斌,Unknown,Unknown,77.75,777.41,82.5,,200.0,140.0,230.0,570.0
CPA_031,Full Power,宋泽雨,Unknown,Unknown,87.9,775.15,90,,200.0,152.5,255.0,607.5
CPA_031,Full Power,郭海阔,Unknown,Unknown,79.95,765.52,82.5,,215.0,135.0,220.0,570.0
CPA_031,Full Power,巴雅斯古楞,Unknown,Unknown,103.95,763.41,110,,240.0,145.0,260.0,645.0
CPA_031,Full Power,何翠婷,Unknown,Unknown,59.85,758.32,60,,140.0,70.0,135.0,345.0
CPA_031,Full Power,侯海林,Unknown,Unknown,76.65,757.31,82.5,,200.0,130.0,220.0,550.0
CPA_031,Full Power,臧天麟,Unknown,Unknown,73.35,753.9,75,,190.0,117.5,225.0,532.5
CPA_031,Full Power,白苏宇,Unknown,Unknown,93.4,751.14,100,,235.0,150.0,220.0,605.0
CPA_031,Full Power,车昌吉,Unknown,Unknown,89.65,747.41,90,,225.0,138.0,228.0,591.0
CPA_031,Full Power,杨超,Unknown,Unknown,88.4,744.51,90,,220.0,125.0,240.0,585.0
CPA_031,Full Power,周凯,Unknown,Unknown,80.95,739.93,82.5,,215.0,120.0,220.0,555.0
CPA_031,Full Power,王汉卿,Unknown,Unknown,109.5,727.7,110,,260.0,150.0,220.0,630.0
CPA_031,Full Power,王鹏,Unknown,Unknown,82.1,726.54,82.5,,210.0,110.0,230.0,550.0
CPA_031,Full Power,董震,Unknown,Unknown,89.35,718.58,90,,217.5,140.0,210.0,567.5
CPA_031,Full Power,刘星辰,Unknown,Unknown,48.3,717.09,52,,100.0,42.5,140.0,282.5
CPA_031,Full Power,王亚丽,Unknown,Unknown,64.35,702.12,67.5,,120.0,72.5,140.0,332.5
CPA_031,Full Power,白杰,Unknown,Unknown,81.55,696.23,82.5,,200.0,125.0,200.0,525.0
CPA_031,Full Power,刘云龙,Unknown,Unknown,74.6,693.2,75,,180.0,115.0,200.0,495.0
CPA_031,Full Power,耿子依,Unknown,Unknown,72.35,692.76,75,,175.0,110.0,200.0,485.0
CPA_031,Full Power,连竞成,Unknown,Unknown,112.5,690.29,125,,225.0,145.0,235.0,605.0
CPA_031,Full Power,王闯,Unknown,Unknown,123.4,689.54,125,,225.0,155.0,250.0,630.0
CPA_031,Full Power,王雪莲,Unknown,Unknown,85.95,683.74,90,,197.5,127.5,205.0,530.0
CPA_031,Full Power,王博,Unknown,Unknown,121.9,682.31,125,,240.0,140.0,240.0,620.0
CPA_031,Full Power,康乐,Unknown,Unknown,66.55,666.8,67.5,,140.0,100.0,200.0,440.0
CPA_031,Full Power,车磊,Unknown,Unknown,92.5,666.64,100,,200.0,125.0,210.0,535.0
CPA_031,Full Power,张安然,Unknown,Unknown,71.7,661.92,75,,165.0,115.0,180.0,460.0
CPA_031,Full Power,曾毅恒,Unknown,Unknown,73.45,658.34,75,,200.0,95.0,170.0,465.0
CPA_031,Full Power,郑恩雨,Unknown,Unknown,74.9,656.5,75,,170.0,95.0,205.0,470.0
CPA_031,Full Power,姚远航,Unknown,Unknown,97.8,650.35,100,,185.0,125.0,225.0,535.0
CPA_031,Full Power,孙立新,Unknown,Unknown,95.8,650.27,100,,190.0,110.0,230.0,530.0
CPA_031,Full Power,李春雷,Unknown,Unknown,81.65,649.81,82.5,,185.0,110.0,195.0,490.0
CPA_031,Full Power,孙永义,Unknown,Unknown,72.85,639.76,75,,147.5,100.0,202.5,450.0
CPA_031,Full Power,敖德,Unknown,Unknown,85.85,612.79,90,,195.0,120.0,160.0,475.0
CPA_031,Full Power,吴艾潼,Unknown,Unknown,55.35,610.74,56,,95.0,50.0,120.0,265.0
CPA_031,Full Power,牛媛,Unknown,Unknown,74.1,607.3,75,,120.0,50.0,137.5,307.5
CPA_031,Full Power,李雨菡,Unknown,Unknown,51.85,601.52,52,,100.0,40.0,110.0,250.0
CPA_031,Full Power,陈锟,Unknown,Unknown,77.7,601.29,82.5,,145.0,95.0,200.0,440.0
CPA_031,Full Power,孙继,Unknown,Unknown,77.9,600.1,82.5,,140.0,115.0,185.0,440.0
CPA_031,Full Power,陆君,Unknown,Unknown,78.85,599.03,82.5,,150.0,130.0,162.5,442.5
CPA_031,Full Power,黄鑫,Unknown,Unknown,71.9,595.61,75,,145.0,120.0,150.0,415.0
CPA_031,Full Power,张家豪,Unknown,Unknown,114.9,593.62,125,,200.0,125.0,200.0,525.0
CPA_031,Full Power,揭勇菁,Unknown,Unknown,87.3,588.47,90,,170.0,100.0,190.0,460.0
CPA_031,Full Power,莫日都拉,Unknown,Unknown,125.05,587.25,140,,220.0,110.0,210.0,540.0
CPA_031,Full Power,羡鸿翔,Unknown,Unknown,95.55,586.54,100,,182.5,95.0,200.0,477.5
CPA_031,Full Power,郝建宇,Unknown,Unknown,80.1,583.37,82.5,,160.0,95.0,180.0,435.0
CPA_031,Full Power,石凯莉,Unknown,Unknown,51.5,543.16,52,,90.0,35.0,100.0,225.0
CPA_031,Full Power,孙伟方,Unknown,Unknown,142.65,532.22,140+,,140.0,210.0,170.0,520.0
CPA_031,Full Power,胡容波,Unknown,Unknown,65.95,497.03,67.5,,125.0,70.0,130.0,325.0
CPA_031,Deadlift Only,刘琪,Unknown,Unknown,85.2,428.3,90,,,,330.5,
CPA_031,Deadlift Only,刘胜尧,Unknown,Unknown,73.85,394.55,75,,,,280.0,
CPA_031,Deadlift Only,王壮,Unknown,Unknown,88.5,381.33,90,,,,300.0,
CPA_031,Deadlift Only,万肖飞,Unknown,Unknown,116.1,360.02,125,,,,320.0,
CPA_031,Deadlift Only,戴明锋,Unknown,Unknown,73.2,347.58,75,,,,245.0,
CPA_031,Deadlift Only,米朝政,Unknown,Unknown,104.05,325.13,110,,,,275.0,
CPA_031,Deadlift Only,管艺恒,Unknown,Unknown,94.8,323.58,100,,,,262.5,
CPA_031,Deadlift Only,魏之强,Unknown,Unknown,93.7,322.41,100,,,,260.0,
CPA_031,Deadlift Only,于斌,Unknown,Unknown,77.75,300.05,82.5,,,,220.0,
CPA_031,Deadlift Only,陆昊,Unknown,Unknown,97.2,298.85,100,,,,245.0,
CPA_031,Deadlift Only,王鹏,Unknown,Unknown,82.1,290.61,82.5,,,,220.0,
CPA_031,Deadlift Only,史郅超,Unknown,Unknown,80.95,286.64,82.5,,,,215.0,
CPA_031,Deadlift Only,李雨菡,Unknown,Unknown,51.85,276.7,52,,,,115.0,
CPA_031,Deadlift Only,牛媛,Unknown,Unknown,74.1,276.5,75,,,,140.0,
CPA_031,Deadlift Only,孙光颖,Unknown,Unknown,134.55,273.34,140,,,,260.0,
CPA_031,Deadlift Only,石鑫宇,Unknown,Unknown,99.2,265.91,100,,,,220.0,
CPA_031,Deadlift Only,张桢一,Unknown,Unknown,81.55,247.1,82.5,,,,130.0,
CPA_031,Deadlift Only,郑茹馨,Unknown,Unknown,58.4,245.23,60,,,,110.0,
CPA_031,Deadlift Only,孙子涵,Unknown,Unknown,89.4,234.25,90,,,,185.0,
CPA_031,Deadlift Only,李政辰,Unknown,Unknown,64.25,202.37,67.5,,,,130.0,
CPA_031,Deadlift Only,邵世财,Unknown,Unknown,59.95,197.82,60,,,,120.0,
CPA_031,Deadlift Only,杨博,Unknown,Unknown,73.35,168.68,75,,,,85.0,
CPA_031,Bench Only,万肖飞,Unknown,Unknown,116.1,292.52,125,,,260.0,,
CPA_031,Bench Only,耿彪,Unknown,Unknown,57.8,245.7,60,,,145.0,,
CPA_031,Bench Only,朱星杰,Unknown,Unknown,88.55,241.51,90,,,190.0,,
CPA_031,Bench Only,杜维佳,Unknown,Unknown,82.1,231.17,82.5,,,175.0,,
CPA_031,Bench Only,王壮,Unknown,Unknown,88.5,222.44,90,,,175.0,,
CPA_031,Bench Only,孙伟方,Unknown,Unknown,142.65,220.05,140+,,,215.0,,
CPA_031,Bench Only,张天祥,Unknown,Unknown,81.3,219.24,82.5,,,165.0,,
CPA_031,Bench Only,商嘉乐,Unknown,Unknown,73.05,212.8,75,,,150.0,,
CPA_031,Bench Only,李飞,Unknown,Unknown,101.85,208.94,110,,,175.0,,
CPA_031,Bench Only,贾佳,Unknown,Unknown,89.85,208.41,90,,,165.0,,
CPA_031,Bench Only,王正,Unknown,Unknown,96.4,208.09,100,,,170.0,,
CPA_031,Bench Only,戴明锋,Unknown,Unknown,73.2,205.71,75,,,145.0,,
CPA_031,Bench Only,郭子铭,Unknown,Unknown,80.25,204.11,82.5,,,152.5,,
CPA_031,Bench Only,陆昊,Unknown,Unknown,97.2,201.27,100,,,165.0,,
CPA_031,Bench Only,徐昱森,Unknown,Unknown,78.25,196.97,82.5,,,145.0,,
CPA_031,Bench Only,孙光颖,Unknown,Unknown,134.55,194.49,140,,,185.0,,
CPA_031,Bench Only,吕若溥,Unknown,Unknown,55.65,193.72,56,,,110.5,,
CPA_031,Bench Only,陈俚存,Unknown,Unknown,86.7,192.63,90,,,150.0,,
CPA_031,Bench Only,于斌,Unknown,Unknown,77.75,190.94,82.5,,,140.0,,
CPA_031,Bench Only,韩帅,Unknown,Unknown,68.55,189.11,75,,,127.5,,
CPA_031,Bench Only,申文禄,Unknown,Unknown,81.1,186.28,82.5,,,140.0,,
CPA_031,Bench Only,陆君,Unknown,Unknown,78.85,182.76,82.5,,,135.0,,
CPA_031,Bench Only,姜振宇,Unknown,Unknown,123.85,174.8,125,,,160.0,,
CPA_031,Bench Only,宋振元,Unknown,Unknown,104.0,171.43,110,,,145.0,,
CPA_031,Bench Only,李德荣,Unknown,Unknown,123.1,169.8,125,,,155.0,,
CPA_031,Bench Only,常宇杰,Unknown,Unknown,47.15,168.62,48,,,65.0,,
CPA_031,Bench Only,李昭毅,Unknown,Unknown,79.95,167.88,82.5,,,125.0,,
CPA_031,Bench Only,邵世财,Unknown,Unknown,59.95,164.85,60,,,100.0,,
CPA_031,Bench Only,颜成功,Unknown,Unknown,64.3,163.45,67.5,,,105.0,,
CPA_031,Bench Only,胡光耀,Unknown,Unknown,99.65,159.79,100,,,132.5,,
CPA_031,Bench Only,郭恒星,Unknown,Unknown,64.65,147.42,67.5,,,95.0,,
CPA_031,Bench Only,孙子涵,Unknown,Unknown,89.4,139.28,90,,,110.0,,
CPA_031,Bench Only,邓健宇,Unknown,Unknown,74.95,104.76,75,,,75.0,,
CPA_031,Bench Only,李雨菡,Unknown,Unknown,51.85,96.24,52,,,40.0,,
CPA_031,Bench Only,吴轩萱,Unknown,Unknown,70.75,90.7,75,,,45.0,,
CPA_030,Push-Pull,臧一凡,Unknown,Unknown,98.55,623.91,100,,,185.0,330.0,515.0
CPA_030,Push-Pull,殷超群,Unknown,Unknown,78.05,510.42,82.5,,,142.5,232.5,375.0
CPA_030,Push-Pull,王长利,Unknown,Unknown,73.5,504.8,75,,,132.5,225.0,357.5
CPA_030,Push-Pull,丁彪,Unknown,Unknown,89.95,502.07,90,,,162.5,235.0,397.5
CPA_030,Push-Pull,朱明乾,Unknown,Unknown,55.05,495.67,56,,,80.0,200.5,280.5
CPA_030,Push-Pull,桑柯,Unknown,Unknown,100.8,479.7,110,,,150.0,250.0,400.0
CPA_030,Push-Pull,赵瑞祥,Unknown,Unknown,73.65,462.44,75,,,127.5,200.0,327.5
CPA_030,Push-Pull,江君,Unknown,Unknown,86.6,449.48,90,,,135.0,215.0,350.0
CPA_030,Push-Pull,姚记腾,Unknown,Unknown,103.1,379.97,110,,,120.0,200.0,320.0
CPA_030,Full Power,周红超,Unknown,Unknown,86.55,966.38,90,,282.5,160.0,310.0,752.5
CPA_030,Full Power,刘杰,Unknown,Unknown,66.95,921.91,67.5,,235.0,125.0,250.0,610.0
CPA_030,Full Power,张天授,Unknown,Unknown,102.95,903.39,110,,310.0,195.0,255.0,760.0
CPA_030,Full Power,白云旗,Unknown,Unknown,98.1,825.69,100,,270.0,150.0,260.0,680.0
CPA_030,Full Power,布和白乙拉,Unknown,Unknown,132.95,814.35,140,,270.0,185.0,315.0,770.0
CPA_030,Full Power,,Unknown,Unknown,108.7,811.91,110,,260.0,172.5,267.5,700.0
CPA_030,Full Power,侍昌胜,Unknown,Unknown,124.15,807.71,125,,280.0,195.0,265.0,740.0
CPA_030,Full Power,杜家臣,Unknown,Unknown,65.95,799.07,67.5,,175.0,112.5,235.0,522.5
CPA_030,Full Power,杨妙妙,Unknown,Unknown,56.95,798.73,60,,152.5,55.0,145.0,352.5
CPA_030,Full Power,金浩锋,Unknown,Unknown,74.6,794.73,75,,207.5,145.0,215.0,567.5
CPA_030,Full Power,魏鹏,Unknown,Unknown,89.75,789.42,90,,240.0,130.0,255.0,625.0
CPA_030,Full Power,钱金亮,Unknown,Unknown,108.95,787.9,110,,250.0,170.0,260.0,680.0
CPA_030,Full Power,Adam,Unknown,Unknown,119.5,787.89,125,,262.5,157.5,290.0,710.0
CPA_030,Full Power,杨娜,Unknown,Unknown,59.95,780.3,60,,130.0,70.0,155.0,355.0
CPA_030,Full Power,薛寒冰,Unknown,Unknown,86.35,772.02,90,,227.5,132.5,240.0,600.0
CPA_030,Full Power,刘力铭,Unknown,Unknown,66.75,767.0,67.5,,190.0,110.0,207.5,507.5
CPA_030,Full Power,淮盛,Unknown,Unknown,82.25,764.69,82.5,,215.0,130.0,235.0,580.0
CPA_030,Full Power,孙旭光,Unknown,Unknown,57.2,761.85,60,,160.0,115.0,170.0,445.0
CPA_030,Full Power,雷佳宸,Unknown,Unknown,82.1,752.96,82.5,,215.0,140.0,215.0,570.0
CPA_030,Full Power,Joaquin Piedrahita,Unknown,Unknown,98.1,734.62,100,,210.0,135.0,260.0,605.0
CPA_030,Full Power,吴市行,Unknown,Unknown,80.2,734.24,82.5,,195.0,112.5,240.0,547.5
CPA_030,Full Power,卢航,Unknown,Unknown,115.75,732.03,125,,245.0,170.0,235.0,650.0
CPA_030,Full Power,牛文强,Unknown,Unknown,74.85,726.34,75,,170.0,130.0,220.0,520.0
CPA_030,Full Power,傅永强,Unknown,Unknown,89.95,719.95,90,,210.0,140.0,220.0,570.0
CPA_030,Full Power,张凯,Unknown,Unknown,89.2,710.01,90,,210.0,140.0,210.0,560.0
CPA_030,Full Power,鞠亮国,Unknown,Unknown,80.7,701.31,82.5,,185.0,130.0,210.0,525.0
CPA_030,Full Power,芒来,Unknown,Unknown,104.75,701.19,110,,200.0,170.0,225.0,595.0
CPA_030,Full Power,陈宏磊,Unknown,Unknown,72.1,694.58,75,,182.5,112.5,190.0,485.0
CPA_030,Full Power,Parley,Unknown,Unknown,98.55,690.54,100,,180.0,160.0,230.0,570.0
