comp_id,event,name,sex,division,bw,gpa,weight_class,dots,s,b,d,total
CPA_023,Full Power,杨波,Unknown,Unknown,82.3,843.79,82.5,,220.0,160.0,260.0,640.0
CPA_023,Full Power,陈茂,Unknown,Unknown,58.65,842.39,60,,170.0,145.0,187.5,502.5
CPA_023,Full Power,陈锦霞,Unknown,Unknown,49.05,833.54,52,,132.5,62.5,137.5,332.5
CPA_023,Full Power,许天畅,Unknown,Unknown,72.95,831.69,75,,215.0,130.0,240.0,585.0
CPA_023,Full Power,张华星,Unknown,Unknown,69.6,825.44,75,,215.0,135.0,212.5,562.5
CPA_023,Full Power,王德泽,Unknown,Unknown,94.1,822.69,100,,240.0,160.0,265.0,665.0
CPA_023,Full Power,钱潔鑫,Unknown,Unknown,74.25,820.95,75,,217.5,127.5,240.0,585.0
CPA_023,Full Power,温嘉蓉,Unknown,Unknown,47.8,816.63,48,,114.0,55.0,150.0,319.0
CPA_023,Full Power,杨兆坤,Unknown,Unknown,60.5,808.06,67.5,,172.5,112.5,210.0,495.0
CPA_023,Full Power,梁灼文,Unknown,Unknown,92.65,803.7,100,,235.0,140.0,270.0,645.0
CPA_023,Full Power,邱绍会,Unknown,Unknown,63.6,796.89,67.5,,145.0,60.0,170.0,375.0
CPA_023,Full Power,杨仕豪,Unknown,Unknown,66.65,791.82,67.5,,202.5,120.0,200.0,522.5
CPA_023,Full Power,江骏豪,Unknown,Unknown,67.3,789.19,67.5,,180.0,125.0,220.0,525.0
CPA_023,Full Power,黄山峰,Unknown,Unknown,89.7,780.92,90,,230.0,127.5,260.0,617.5
CPA_023,Full Power,林子睿,Unknown,Unknown,80.15,777.82,82.5,,222.5,115.0,242.5,580.0
CPA_023,Full Power,敖鑫,Unknown,Unknown,86.5,773.75,90,,222.5,130.0,250.0,602.5
CPA_023,Full Power,黎学勤,Unknown,Unknown,104.65,766.84,110,,240.0,155.0,255.0,650.0
CPA_023,Full Power,赖舒畅,Unknown,Unknown,87.6,766.57,90,,210.0,130.0,260.0,600.0
CPA_023,Full Power,黄晓多,Unknown,Unknown,87.35,754.77,90,,215.0,140.0,235.0,590.0
CPA_023,Full Power,韦斐扬,Unknown,Unknown,83.45,753.52,90,,195.0,140.0,240.0,575.0
CPA_023,Full Power,王海宁,Unknown,Unknown,58.45,748.77,60,,160.0,105.0,180.0,445.0
CPA_023,Full Power,吴丹宇,Unknown,Unknown,86.6,744.85,90,,200.0,135.0,245.0,580.0
CPA_023,Full Power,陈荣波,Unknown,Unknown,67.4,744.1,67.5,,180.0,115.0,200.0,495.0
CPA_023,Full Power,骆华,Unknown,Unknown,56.75,739.27,60,,155.0,97.5,177.5,430.0
CPA_023,Full Power,邝仕源,Unknown,Unknown,73.25,736.2,75,,180.0,105.0,235.0,520.0
CPA_023,Full Power,林瑞霞,Unknown,Unknown,45.7,734.04,48,,95.0,52.5,127.5,275.0
CPA_023,Full Power,谭杰,Unknown,Unknown,54.45,732.99,56,,140.0,100.0,170.0,410.0
CPA_023,Full Power,何柯岩,Unknown,Unknown,73.9,732.73,75,,202.5,107.5,210.0,520.0
CPA_023,Full Power,吴泽岳,Unknown,Unknown,78.65,728.69,82.5,,182.5,105.0,250.0,537.5
CPA_023,Full Power,邵伟光,Unknown,Unknown,160.55,722.95,140+,,320.0,160.0,265.0,745.0
CPA_023,Full Power,文致远,Unknown,Unknown,59.45,721.8,60,,150.0,100.0,185.0,435.0
CPA_023,Full Power,王嘉俊,Unknown,Unknown,79.05,716.06,82.5,,190.0,110.0,230.0,530.0
CPA_023,Full Power,黄乔,Unknown,Unknown,66.4,714.52,67.5,,155.0,105.0,210.0,470.0
CPA_023,Full Power,王炜略,Unknown,Unknown,74.1,713.63,75,,175.0,102.5,230.0,507.5
CPA_023,Full Power,原澜齐,Unknown,Unknown,68.65,700.78,75,,127.5,52.5,162.5,342.5
CPA_023,Full Power,吴峰,Unknown,Unknown,113.75,698.19,125,,230.0,135.0,250.0,615.0
CPA_023,Full Power,陈世宇,Unknown,Unknown,125.5,694.72,140,,250.0,140.0,250.0,640.0
CPA_023,Full Power,朱嘉正,Unknown,Unknown,94.65,691.15,100,,205.0,140.0,215.0,560.0
CPA_023,Full Power,林伟凡,Unknown,Unknown,75.0,690.01,75,,165.0,135.0,195.0,495.0
CPA_023,Full Power,陈晓敏,Unknown,Unknown,57.4,687.35,60,,115.0,60.0,130.0,305.0
CPA_023,Full Power,曹逸,Unknown,Unknown,82.45,686.86,82.5,,152.5,60.0,150.0,362.5
CPA_023,Full Power,童薇,Unknown,Unknown,53.0,686.45,56,,115.0,50.0,125.0,290.0
CPA_023,Full Power,冯玉辉,Unknown,Unknown,67.5,682.12,67.5,,155.0,85.0,215.0,455.0
CPA_023,Full Power,陈学文,Unknown,Unknown,58.65,678.15,60,,110.0,67.5,127.5,305.0
CPA_023,Full Power,刘晓鹏,Unknown,Unknown,90.0,672.91,100,,205.0,120.0,220.0,545.0
CPA_023,Full Power,蔡雍健,Unknown,Unknown,71.25,670.54,75,,165.0,95.0,205.0,465.0
CPA_023,Full Power,陈威磊,Unknown,Unknown,54.5,667.63,56,,135.0,70.0,170.0,375.0
CPA_023,Full Power,刘杰坤,Unknown,Unknown,108.6,661.13,110,,230.0,130.0,210.0,570.0
CPA_023,Full Power,刘瑞,Unknown,Unknown,81.6,653.13,82.5,,192.5,100.0,200.0,492.5
CPA_023,Full Power,柯玉婵,Unknown,Unknown,84.05,644.14,90,,135.0,52.5,155.0,342.5
CPA_023,Full Power,闫潇磊,Unknown,Unknown,74.75,642.53,75,,165.0,100.0,195.0,460.0
CPA_023,Full Power,张俊儒,Unknown,Unknown,76.4,641.6,82.5,,165.0,100.0,200.0,465.0
CPA_023,Full Power,李燕仪,Unknown,Unknown,59.6,639.1,60,,55.0,0.0,135.0,190.0
CPA_023,Full Power,唐曼雨,Unknown,Unknown,50.05,629.61,52,,90.0,50.0,115.0,255.0
CPA_023,Full Power,苏文渲,Unknown,Unknown,98.15,613.2,100,,190.0,115.0,200.0,505.0
CPA_023,Full Power,蔡校阳,Unknown,Unknown,96.6,611.33,100,,182.5,110.0,207.5,500.0
CPA_023,Full Power,纪美存,Unknown,Unknown,56.0,605.7,56,,95.0,60.0,110.0,265.0
CPA_023,Full Power,郑明晓,Unknown,Unknown,63.75,593.75,67.5,,105.0,65.0,110.0,280.0
CPA_023,Full Power,梁佳明,Unknown,Unknown,78.55,586.34,82.5,,152.5,95.0,185.0,432.5
CPA_023,Full Power,唐长望,Unknown,Unknown,86.75,564.33,90,,180.0,60.0,200.0,440.0
CPA_023,Full Power,李坤霖,Unknown,Unknown,50.1,561.71,52,,75.0,42.5,110.0,227.5
CPA_023,Full Power,金涛,Unknown,Unknown,65.8,546.73,67.5,,112.5,95.0,150.0,357.5
CPA_023,Full Power,胡碧云,Unknown,Unknown,58.2,536.49,60,,100.0,50.0,90.0,240.0
CPA_023,Full Power,颜丽,Unknown,Unknown,55.9,532.86,56,,87.5,40.0,105.0,232.5
CPA_023,Full Power,姜玉平,Unknown,Unknown,65.05,514.1,67.5,,100.0,45.0,100.0,245.0
CPA_023,Full Power,徐彦,Unknown,Unknown,67.2,508.71,67.5,,125.0,72.5,140.0,337.5
CPA_023,Full Power,郑秋华,Unknown,Unknown,74.7,483.14,75,,125.0,80.0,140.0,345.0
CPA_023,Full Power,费宏图,Unknown,Unknown,81.15,472.35,82.5,,100.0,100.0,155.0,355.0
CPA_023,Deadlift Only,温嘉蓉,Unknown,Unknown,47.8,387.84,48,,,,151.5,
CPA_023,Deadlift Only,林敏,Unknown,Unknown,58.45,374.38,60,,,,222.5,
CPA_023,Deadlift Only,林嘉乐,Unknown,Unknown,64.9,371.21,67.5,,,,240.0,
CPA_023,Deadlift Only,陆建运,Unknown,Unknown,82.9,368.14,90,,,,280.0,
CPA_023,Deadlift Only,廖邦杰,Unknown,Unknown,81.7,351.44,82.5,,,,265.0,
CPA_023,Deadlift Only,关泳恒,Unknown,Unknown,82.2,350.06,82.5,,,,265.0,
CPA_023,Deadlift Only,梁胤耀,Unknown,Unknown,73.95,324.09,75,,,,240.0,
CPA_023,Deadlift Only,黄山峰,Unknown,Unknown,89.7,322.5,90,,,,255.0,
CPA_023,Deadlift Only,陈泰成,Unknown,Unknown,65.6,322.04,67.5,,,,210.0,
CPA_023,Deadlift Only,王良光,Unknown,Unknown,54.9,319.27,56,,,,180.0,
CPA_023,Deadlift Only,黄嘉敏,Unknown,Unknown,50.5,318.54,52,,,,130.0,
CPA_023,Deadlift Only,余超,Unknown,Unknown,73.7,310.64,75,,,,235.0,
CPA_023,Deadlift Only,冯孙象,Unknown,Unknown,72.45,307.11,75,,,,215.0,
CPA_023,Deadlift Only,陈桂娜,Unknown,Unknown,45.0,296.53,48,,,,110.0,
CPA_023,Deadlift Only,陈晓敏,Unknown,Unknown,57.4,292.97,60,,,,130.0,
CPA_023,Deadlift Only,朱西蔼,Unknown,Unknown,65.85,266.07,67.5,,,,127.5,
CPA_023,Deadlift Only,徐仁杰,Unknown,Unknown,89.45,265.9,90,,,,210.0,
CPA_023,Deadlift Only,黄诗杰,Unknown,Unknown,131.95,244.08,140,,,,230.0,
CPA_023,Deadlift Only,吴泽豪,Unknown,Unknown,95.35,221.36,100,,,,180.0,
CPA_023,Deadlift Only,姜玉平,Unknown,Unknown,65.05,220.33,67.5,,,,105.0,
CPA_023,Deadlift Only,邵世财,Unknown,Unknown,59.15,199.76,60,,,,120.0,
CPA_023,Deadlift Only,丁亦楠,Unknown,Unknown,63.35,181.02,67.5,,,,85.0,
CPA_023,Bench Only,万肖飞,Unknown,Unknown,118.95,286.57,125,,,257.5,,
CPA_023,Bench Only,冯孙象,Unknown,Unknown,72.45,272.11,75,,,190.5,,
CPA_023,Bench Only,王子元,Unknown,Unknown,98.35,251.66,100,,,207.5,,
CPA_023,Bench Only,林超,Unknown,Unknown,67.1,241.17,67.5,,,160.0,,
CPA_023,Bench Only,郭紫剑,Unknown,Unknown,101.55,227.11,110,,,190.0,,
CPA_023,Bench Only,陈茂饶,Unknown,Unknown,58.65,226.31,60,,,135.0,,
CPA_023,Bench Only,陈承麒,Unknown,Unknown,87.9,207.35,90,,,162.5,,
CPA_023,Bench Only,陈穗靖,Unknown,Unknown,80.6,207.05,82.5,,,155.0,,
CPA_023,Bench Only,李涛明,Unknown,Unknown,81.25,199.31,82.5,,,150.0,,
CPA_023,Bench Only,高为飞,Unknown,Unknown,124.0,197.02,125,,,180.5,,
CPA_023,Bench Only,傅琪,Unknown,Unknown,110.6,195.57,125,,,170.0,,
CPA_023,Bench Only,陈齐笙,Unknown,Unknown,72.4,193.55,75,,,135.5,,
CPA_023,Bench Only,廖邦杰,Unknown,Unknown,81.7,192.3,82.5,,,145.0,,
CPA_023,Bench Only,徐朝锋,Unknown,Unknown,65.55,187.85,67.5,,,122.5,,
CPA_023,Bench Only,林重宏,Unknown,Unknown,56.95,171.92,60,,,100.0,,
CPA_023,Bench Only,林嘉乐,Unknown,Unknown,64.9,170.14,67.5,,,110.0,,
CPA_023,Bench Only,邵世财,Unknown,Unknown,59.15,166.47,60,,,100.0,,
CPA_023,Bench Only,刘玉锦,Unknown,Unknown,77.95,163.67,82.5,,,120.0,,
CPA_023,Bench Only,陈学文,Unknown,Unknown,58.65,155.65,60,,,70.0,,
CPA_023,Bench Only,蒋腾飞,Unknown,Unknown,66.9,151.13,67.5,,,100.0,,
CPA_023,Bench Only,文致远,Unknown,Unknown,59.45,149.34,60,,,90.0,,
CPA_023,Bench Only,刘溢,Unknown,Unknown,81.6,145.88,82.5,,,110.0,,
CPA_023,Bench Only,陈桂娜,Unknown,Unknown,45.0,134.78,48,,,50.0,,
CPA_023,Bench Only,丁亦楠,Unknown,Unknown,63.35,90.51,67.5,,,42.5,,
CPA_023,Bench Only,姜玉平,Unknown,Unknown,65.05,83.94,67.5,,,40.0,,
CPA_022,Full Power,薛毅林,Unknown,Unknown,72.0,948.78,75,,242.5,145.0,275.0,662.5
CPA_022,Full Power,孙友翔,Unknown,Unknown,72.9,853.02,75,,195.0,145.0,260.0,600.0
CPA_022,Full Power,荆军涛,Unknown,Unknown,88.7,838.93,90,,255.0,155.0,250.0,660.0
CPA_022,Full Power,朱相彦,Unknown,Unknown,92.9,821.4,100,,255.0,150.0,255.0,660.0
CPA_022,Full Power,孙诚哲,Unknown,Unknown,138.0,804.99,140,,305.0,200.0,270.0,775.0
CPA_022,Full Power,马梓祎,Unknown,Unknown,162.6,782.14,140+,,310.0,190.0,310.0,810.0
CPA_022,Full Power,郝佳琪,Unknown,Unknown,94.6,778.77,100,,180.0,90.0,160.0,430.0
CPA_022,Full Power,贾海波,Unknown,Unknown,71.7,769.84,75,,205.0,125.0,205.0,535.0
CPA_022,Full Power,杜盛德,Unknown,Unknown,79.6,726.65,82.5,,190.0,130.0,220.0,540.0
CPA_022,Full Power,华浩放,Unknown,Unknown,123.0,723.03,125,,220.0,180.0,260.0,660.0
CPA_022,Full Power,迟志轩,Unknown,Unknown,89.7,708.2,90,,220.0,135.0,205.0,560.0
CPA_022,Full Power,邵越,Unknown,Unknown,116.9,687.09,125,,235.0,132.5,245.0,612.5
CPA_022,Full Power,付青,Unknown,Unknown,51.4,678.38,52,,115.0,50.0,115.0,280.0
CPA_022,Full Power,张超,Unknown,Unknown,82.1,660.49,82.5,,180.0,115.0,205.0,500.0
CPA_022,Full Power,张伟强,Unknown,Unknown,108.0,659.63,110,,215.0,132.5,220.0,567.5
CPA_022,Full Power,刘政宏,Unknown,Unknown,91.7,651.1,100,,180.0,120.0,220.0,520.0
CPA_022,Full Power,智启帆,Unknown,Unknown,81.4,641.1,82.5,,197.5,85.0,200.0,482.5
CPA_022,Full Power,薛毅林,Unknown,Unknown,72.0,372.35,75,,,,260.0,
CPA_022,Full Power,朱致远,Unknown,Unknown,114.8,271.37,125,,,,240.0,
CPA_022,Full Power,宋梓诚,Unknown,Unknown,124.7,264.2,125,,,,242.5,
CPA_022,Full Power,刘政宏,Unknown,Unknown,91.7,262.95,100,,,,210.0,
CPA_022,Full Power,吴雨阳,Unknown,Unknown,94.5,234.5,100,,,,190.0,
CPA_022,Full Power,袁英浩,Unknown,Unknown,105.5,223.18,110,,,190.0,,
CPA_022,Full Power,周晓凡,Unknown,Unknown,94.0,216.5,100,,,175.0,,
CPA_022,Full Power,陈阳,Unknown,Unknown,108.3,208.99,110,,,180.0,,
CPA_022,Full Power,王小玮,Unknown,Unknown,65.8,183.52,67.5,,,120.0,,
CPA_022,Full Power,丁昭钰,Unknown,Unknown,85.0,174.95,90,,,135.0,,
CPA_022,Full Power,王水源,Unknown,Unknown,71.6,172.67,75,,,120.0,,
CPA_022,Full Power,邵昶理,Unknown,Unknown,66.0,167.68,67.5,,,110.0,,
CPA_022,Full Power,陈相宇,Unknown,Unknown,109.6,141.5,110,,,122.5,,
CPA_022,Full Power,孙钰凯,Unknown,Unknown,72.7,135.41,75,,,95.0,,
CPA_021,Full Power,黄尹杰,Unknown,Unknown,65.5,989.08,67.5,,232.5,142.5,270.0,645.0
CPA_021,Full Power,臧天麟,Unknown,Unknown,74.05,959.71,75,,260.0,155.0,267.5,682.5
CPA_021,Full Power,陈茂饶,Unknown,Unknown,58.4,959.1,60,,200.0,150.0,220.0,570.0
CPA_021,Full Power,曹舜杰,Unknown,Unknown,97.9,936.01,100,,270.0,150.0,350.0,770.0
CPA_021,Full Power,伏文静,Unknown,Unknown,61.05,934.25,67.5,,157.5,97.5,175.0,430.0
CPA_021,Full Power,赵决洋,Unknown,Unknown,79.55,916.33,82.5,,185.0,92.5,200.0,477.5
CPA_021,Full Power,林东星,Unknown,Unknown,102.2,870.63,110,,285.0,160.0,285.0,730.0
CPA_021,Full Power,周永,Unknown,Unknown,65.1,863.81,67.5,,205.0,125.0,230.0,560.0
CPA_021,Full Power,童薇,Unknown,Unknown,55.15,861.17,56,,157.5,70.0,145.0,372.5
CPA_021,Full Power,杨宇权,Unknown,Unknown,108.1,828.17,110,,280.0,180.0,252.5,712.5
CPA_021,Full Power,谢振伟,Unknown,Unknown,79.1,810.63,82.5,,215.0,140.0,245.0,600.0
CPA_021,Full Power,冯哲凡,Unknown,Unknown,58.9,802.04,60,,170.0,130.0,180.0,480.0
CPA_021,Full Power,姜金均,Unknown,Unknown,65.7,759.06,67.5,,180.0,105.0,210.0,495.0
CPA_021,Full Power,蔡婉玉,Unknown,Unknown,59.1,730.6,60,,115.0,70.0,145.0,330.0
CPA_021,Full Power,陈家浩,Unknown,Unknown,71.5,701.49,75,,175.0,117.5,195.0,487.5
CPA_021,Full Power,张泽宇,Unknown,Unknown,120.0,686.65,125,,235.0,160.0,225.0,620.0
CPA_021,Full Power,王定英,Unknown,Unknown,64.15,677.14,67.5,,115.0,60.0,145.0,320.0
CPA_021,Full Power,顾丽倩,Unknown,Unknown,47.8,665.59,48,,95.0,45.0,120.0,260.0
CPA_021,Full Power,温斯尧,Unknown,Unknown,104.5,663.61,110,,230.0,117.5,215.0,562.5
CPA_021,Full Power,滑小雪,Unknown,Unknown,54.25,658.91,56,,115.0,52.5,115.0,282.5
CPA_021,Full Power,徐奇,Unknown,Unknown,95.5,657.17,100,,210.0,125.0,200.0,535.0
CPA_021,Full Power,高从芳,Unknown,Unknown,59.0,608.83,60,,105.0,45.0,125.0,275.0
CPA_021,Full Power,过冠亚,Unknown,Unknown,59.1,570.09,60,,100.0,45.0,112.5,257.5
CPA_021,Full Power,臧一凡,Unknown,Unknown,96.2,441.18,100,,,,360.0,
CPA_021,Full Power,吕伟,Unknown,Unknown,67.0,369.28,67.5,,,,245.0,
CPA_021,Full Power,叶成,Unknown,Unknown,88.2,344.07,90,,,,270.0,
CPA_021,Full Power,朱鹏飞,Unknown,Unknown,78.4,326.02,82.5,,,,240.0,
CPA_021,Full Power,王定英,Unknown,Unknown,64.15,296.25,67.5,,,,140.0,
CPA_021,Full Power,张松烜,Unknown,Unknown,86.9,282.17,90,,,,220.0,
CPA_021,Full Power,杜明帮,Unknown,Unknown,89.5,252.93,90,,,200.0,,
CPA_021,Full Power,许丹丹,Unknown,Unknown,73.55,215.33,75,,,152.5,,
CPA_021,Full Power,童钰伟,Unknown,Unknown,89.2,196.52,90,,,155.0,,
CPA_021,Full Power,司丰华,Unknown,Unknown,134.4,168.35,140,,,160.0,,
CPA_021,Full Power,殷丽俊,Unknown,Unknown,78.9,162.45,82.5,,,120.0,,
CPA_021,Full Power,王定英,Unknown,Unknown,64.15,126.96,67.5,,,60.0,,
CPA_021,Full Power,田嘉伟,Unknown,Unknown,57.7,110.51,60,,,65.0,,
CPA_021,Full Power,刘锐,Unknown,Unknown,139.2,,140,,370.0,290.0,350.0,1010.0
CPA_020,Full Power,臧天麟,Unknown,Unknown,71.2,979.56,75,,262.5,150.0,265.0,677.5
CPA_020,Full Power,臧一凡,Unknown,Unknown,98.9,965.01,100,,275.0,182.5,340.0,797.5
CPA_020,Full Power,王昱升,Unknown,Unknown,73.0,893.78,75,,230.0,140.0,260.0,630.0
CPA_020,Full Power,王奇峰,Unknown,Unknown,90.95,879.74,100,,270.0,130.0,300.0,700.0
CPA_020,Full Power,赵决洋,Unknown,Unknown,81.15,876.33,82.5,,180.0,90.0,190.0,460.0
CPA_020,Full Power,张光宇,Unknown,Unknown,80.4,863.3,82.5,,230.0,170.0,245.0,645.0
CPA_020,Full Power,张炜杰,Unknown,Unknown,87.5,798.52,90,,230.0,135.0,260.0,625.0
CPA_020,Full Power,王雨豪,Unknown,Unknown,81.25,787.25,82.5,,217.5,140.0,235.0,592.5
CPA_020,Full Power,秦辉,Unknown,Unknown,80.8,779.92,82.5,,200.0,145.0,240.0,585.0
CPA_020,Full Power,蔡骏,Unknown,Unknown,109.95,755.79,110,,230.0,170.0,255.0,655.0
CPA_020,Full Power,陈小龙,Unknown,Unknown,109.3,745.8,110,,222.5,162.5,260.0,645.0
CPA_020,Full Power,吕涵妍,Unknown,Unknown,54.7,744.24,56,,110.0,65.0,145.0,320.0
CPA_020,Full Power,童天,Unknown,Unknown,81.11,725.16,82.5,,205.0,130.0,210.0,545.0
CPA_020,Full Power,张磊,Unknown,Unknown,72.9,717.96,75,,180.0,120.0,205.0,505.0
CPA_020,Full Power,黄思南,Unknown,Unknown,81.9,714.7,82.5,,195.0,120.0,225.0,540.0
CPA_020,Full Power,蔡婉玉,Unknown,Unknown,58.35,707.83,60,,110.0,67.5,140.0,317.5
CPA_020,Full Power,唐文涛,Unknown,Unknown,67.05,674.51,67.5,,165.0,112.5,170.0,447.5
CPA_020,Full Power,赵茂翔,Unknown,Unknown,158.3,673.72,140+,,270.0,170.0,250.0,690.0
CPA_020,Full Power,王继增,Unknown,Unknown,81.8,661.76,82.5,,175.0,130.0,195.0,500.0
CPA_020,Full Power,陈家杰,Unknown,Unknown,89.55,651.29,90,,195.0,105.0,215.0,515.0
CPA_020,Full Power,林倩,Unknown,Unknown,51.7,597.47,52,,85.0,47.5,115.0,247.5
CPA_020,Full Power,LeeSeoEun,Unknown,Unknown,59.9,565.99,60,,102.5,47.5,107.5,257.5
CPA_020,Full Power,徐学清,Unknown,Unknown,87.9,561.43,90,,170.0,85.0,185.0,440.0
CPA_020,Full Power,方闻,Unknown,Unknown,82.3,514.19,82.5,,140.0,80.0,170.0,390.0
CPA_020,Full Power,邓震,Unknown,Unknown,80.75,473.29,82.5,,135.0,85.0,135.0,355.0
CPA_020,Full Power,蒋燕倩,Unknown,Unknown,64.9,457.34,67.5,,70.0,47.5,100.0,217.5
CPA_020,Full Power,张奕淳,Unknown,Unknown,81.4,378.68,82.5,,,285.0,,
CPA_020,Full Power,张顺,Unknown,Unknown,79.8,342.47,82.5,,,255.0,,
CPA_020,Full Power,张仕荃,Unknown,Unknown,81.2,332.64,82.5,,,250.0,,
CPA_020,Full Power,刘锐,Unknown,Unknown,134.85,309.87,140,,,295.0,,
CPA_020,Full Power,谢志强,Unknown,Unknown,108.25,307.68,110,,,265.0,,
CPA_020,Full Power,陈佳俊,Unknown,Unknown,99.75,301.16,100,,,250.0,,
CPA_020,Full Power,代力,Unknown,Unknown,98.25,297.14,100,,,245.0,,
CPA_020,Full Power,张勇,Unknown,Unknown,111.75,291.85,125,,,255.0,,
CPA_020,Full Power,栾博涵,Unknown,Unknown,122.3,280.12,125,,,255.0,,
CPA_020,Full Power,叶昊炜,Unknown,Unknown,97.9,273.51,100,,,225.0,,
CPA_020,Full Power,满军,Unknown,Unknown,74.3,252.6,75,,,180.0,,
CPA_020,Full Power,毛奕文,Unknown,Unknown,109.0,231.5,110,,,200.0,,
CPA_020,Full Power,童钰伟,Unknown,Unknown,87.6,229.97,90,,,180.0,,
CPA_020,Full Power,王翟,Unknown,Unknown,87.3,217.48,90,,,170.0,,
CPA_020,Full Power,陈佳俊,Unknown,Unknown,99.75,213.83,100,,,177.5,,
CPA_020,Full Power,张嘉捷,Unknown,Unknown,66.25,212.84,67.5,,,140.0,,
CPA_020,Full Power,金大登,Unknown,Unknown,104.6,206.46,110,,,175.0,,
CPA_020,Full Power,丁彪,Unknown,Unknown,89.4,202.6,90,,,160.0,,
CPA_020,Full Power,代力,Unknown,Unknown,98.25,200.12,100,,,165.0,,
CPA_020,Full Power,谢志强,Unknown,Unknown,108.25,197.38,110,,,170.0,,
CPA_020,Full Power,徐浪,Unknown,Unknown,87.2,192.14,90,,,150.0,,
CPA_020,Full Power,童钰伟,Unknown,Unknown,87.6,191.64,90,,,150.0,,
CPA_020,Full Power,卫嘉磊,Unknown,Unknown,73.2,191.52,75,,,135.0,,
CPA_020,Full Power,赵文圣,Unknown,Unknown,88.6,187.49,90,,,147.5,,
CPA_020,Full Power,张邵康,Unknown,Unknown,78.71,183.02,82.5,,,135.0,,
CPA_020,Full Power,顾卫兵,Unknown,Unknown,66.0,182.92,60,,,120.0,,
CPA_020,Full Power,陈晓晨,Unknown,Unknown,86.0,173.93,90,,,135.0,,
CPA_020,Full Power,顾梓俊,Unknown,Unknown,85.8,167.71,90,,,130.0,,
CPA_020,Full Power,周舟,Unknown,Unknown,72.6,163.92,75,,,115.0,,
CPA_020,Full Power,崔洋,Unknown,Unknown,73.95,140.91,75,,,100.0,,
CPA_020,Full Power,金霄燥,Unknown,Unknown,58.75,138.64,60,,,62.5,,
CPA_020,Full Power,赵童,Unknown,Unknown,67.4,134.14,67.5,,,65.0,,
CPA_019,Full Power,林嘉乐,Unknown,Unknown,66.1,967.98,67.5,,235.0,125.0,275.0,635.0
CPA_019,Full Power,黄晋,Unknown,Unknown,87.2,931.87,90,,280.0,187.5,260.0,727.5
CPA_019,Full Power,张胜,Unknown,Unknown,65.15,848.39,67.5,,200.0,130.0,220.0,550.0
CPA_019,Full Power,伍锐,Unknown,Unknown,69.85,815.93,75,,185.0,120.0,252.5,557.5
CPA_019,Full Power,olenko E,Unknown,Unknown,98.15,789.26,100,,245.0,140.0,265.0,650.0
CPA_019,Full Power,陈梓朗,Unknown,Unknown,88.95,780.71,90,,242.5,132.5,240.0,615.0
CPA_019,Full Power,张生龙,Unknown,Unknown,98.95,780.48,100,,230.0,150.0,265.0,645.0
CPA_019,Full Power,汤子恒,Unknown,Unknown,88.05,764.59,90,,227.5,132.5,240.0,600.0
CPA_019,Full Power,王玉琴,Unknown,Unknown,59.15,736.13,60,,130.0,62.5,140.0,332.5
CPA_019,Full Power,刘晓鹏,Unknown,Unknown,116.95,734.76,125,,260.0,150.0,245.0,655.0
CPA_019,Full Power,何思思,Unknown,Unknown,64.4,654.6,67.5,,120.0,50.0,140.0,310.0
CPA_019,Full Power,杨祺琛,Unknown,Unknown,81.15,642.0,82.5,,180.0,102.5,200.0,482.5
CPA_019,Full Power,曹文迪,Unknown,Unknown,89.5,641.81,90,,205.0,107.5,195.0,507.5
CPA_019,Full Power,吴志榮,Unknown,Unknown,81.35,637.78,82.5,,160.0,115.0,205.0,480.0
CPA_019,Full Power,梁佳明,Unknown,Unknown,82.0,634.07,82.5,,175.0,97.5,207.5,480.0
CPA_019,Full Power,庞景允,Unknown,Unknown,77.95,627.38,82.5,,180.0,110.0,170.0,460.0
CPA_019,Full Power,张馨颖,Unknown,Unknown,63.1,618.92,67.5,,117.5,47.5,125.0,290.0
CPA_019,Full Power,玄亦男,Unknown,Unknown,67.3,601.29,67.5,,140.0,80.0,180.0,400.0
CPA_019,Full Power,王崇智,Unknown,Unknown,80.9,593.27,82.5,,150.0,90.0,205.0,445.0
CPA_019,Full Power,黄裕萍,Unknown,Unknown,64.55,558.39,67.5,,105.0,40.0,120.0,265.0
CPA_019,Full Power,邢泽龙,Unknown,Unknown,82.3,487.82,82.5,,140.0,70.0,160.0,370.0
CPA_019,Full Power,谭琛,Unknown,Unknown,66.3,463.68,67.5,,125.0,60.0,120.0,305.0
CPA_019,Full Power,李美婷,Unknown,Unknown,55.0,433.48,56,,65.0,47.5,75.0,187.5
CPA_019,Full Power,张宗其,Unknown,Unknown,78.95,379.05,82.5,,,280.0,,
CPA_019,Full Power,伍锐,Unknown,Unknown,69.85,373.21,75,,,255.0,,
CPA_019,Full Power,迟惠松,Unknown,Unknown,80.8,366.63,82.5,,,275.0,,
CPA_019,Full Power,叶俊吉,Unknown,Unknown,59.75,329.7,60,,,200.0,,
CPA_019,Full Power,陈鹏源,Unknown,Unknown,59.45,265.49,60,,,160.0,,
CPA_019,Full Power,黄晋,Unknown,Unknown,87.2,230.57,90,,,180.0,,
CPA_019,Full Power,胡星亮,Unknown,Unknown,58.45,222.95,60,,,132.5,,
CPA_019,Full Power,倪志威,Unknown,Unknown,85.55,213.13,90,,,165.0,,
CPA_019,Full Power,张家星,Unknown,Unknown,60.35,212.91,67.5,,,130.0,,
CPA_019,Full Power,林丹营,Unknown,Unknown,72.4,210.69,75,,,147.5,,
